Country_KR,Sector_Group,Project_Count_2019_2024,Share_2019_2024,Active_Years,Commitment_Raw,Disbursement_Raw,Top_Detail_Sectors
예멘,농림수산,3,0.3333,3,16309.0,16309.0,농업 개발(1); 농업정책 및 행정관리(1); 농촌개발(1)
예멘,공공행정,3,0.3333,2,18629.03,18629.03,공공정책 및 행정관리(2); 치안제도 관리 및 개선(1)
예멘,기타,1,0.1111,1,17229.0,17229.0,반부패기구 및 제도 지원(1)
예멘,긴급구호/취약성,1,0.1111,1,14036.0,14036.0,재난 대비능력 강화(1)
예멘,기술환경에너지,1,0.1111,1,15251.0,15251.0,수로운송(1)
온두라스,공공행정,21,0.3,6,1047638.24,1607997.24,공공정책 및 행정관리(8); 치안제도 관리 및 개선(7); 관광정책 및 행정관리(3); 통상정책 및 행정관리(2); 입법 및 사법제도 개발(1)
온두라스,교육,16,0.2286,5,1071950.0,2566412.0,"교사훈련(5); 성인 기초생활교육(2); 전문대,대학(원) 교육(2); 직업훈련(기초,중등수준)(2); 교육정책 및 행정관리(2)"
온두라스,기술환경에너지,12,0.1714,4,428644.05,428644.05,환경정책 및 행정관리(5); 정보통신기술(4); 엔지니어링(기계공업)(1); 문화 및 레크리에이션(1); 에너지정책 및 행정관리(1)
온두라스,농림수산,9,0.1286,5,186680.01,186182.01,농촌개발(5); 농업정책 및 행정관리(3); 농업 개발(1)
온두라스,기타,5,0.0714,4,321513.04,321409.04,"비특정분야(2); 성평등 조직(기구) 및 제도(1); 개도국 국내 재원조성(1); 섬유,피혁 및 대체소재(1)"
온두라스,보건의료,5,0.0714,3,455836.27,455836.27,의료서비스(3); 기초보건진료(2)
온두라스,긴급구호/취약성,2,0.0286,2,363126.0,363126.0,사회보호/보장(2)
요르단,교육,51,0.3643,6,12007579.55,22947231.04,"전문대,대학(원) 교육(10); 중고등교육(8); 교육시설 및 특별연수(5); 성인 기초생활교육(5); 초등교육(5)"
요르단,공공행정,41,0.2929,6,7811158.39,3558292.27,공공정책 및 행정관리(19); 입법 및 사법제도 개발(4); 관광정책 및 행정관리(3); 치안제도 관리 및 개선(3); 금융정책 및 행정관리(3)
요르단,기술환경에너지,23,0.1643,6,19159887.99,6730883.28,수자원정책 및 행정관리(6); 기초식수공급(5); 식수개발(플랜트시설 등)(4); 정보통신기술(2); 문화 및 레크리에이션(2)
요르단,기타,15,0.1071,6,2168259.44,2168259.44,비특정분야(12); 원자력 발전소(1); 석유 및 가스(1); 고용 창출(1)
요르단,긴급구호/취약성,5,0.0357,4,158968.03,158968.03,사회보호/보장(4); 재난 대비능력 강화(1)
요르단,농림수산,3,0.0214,3,26107.0,26107.0,농업정책 및 행정관리(2); 농업 개발(1)
요르단,보건의료,2,0.0143,2,119987.0,119987.0,의료서비스(1); 보건정책 및 행정관리(1)
우간다,기술환경에너지,104,0.2574,6,2665927.44,4905881.77,정보통신기술(21); 기술연구개발(18); 도시개발 및 관리(13); 에너지정책 및 행정관리(13); 항공운송(11)
우간다,농림수산,86,0.2129,6,20678437.67,10881711.95,식량생산(15); 농촌개발(14); 어업 개발(12); 농업 개발(11); 농업정책 및 행정관리(11)
우간다,공공행정,82,0.203,6,9593952.35,3298645.43,공공정책 및 행정관리(32); 금융정책 및 행정관리(9); 통신정책 및 행정관리(9); 통상정책 및 행정관리(9); 공공재정관리(6)
우간다,교육,72,0.1782,6,34309841.98,6815244.89,"교육정책 및 행정관리(11); 직업훈련(기초,중등수준)(10); 비정규 농업훈련(9); 고급기술 및 관리자 교육(8); 중고등교육(5)"
우간다,보건의료,24,0.0594,6,10651554.25,2010867.51,보건정책 및 행정관리(13); 의료서비스(6); 기초보건진료(2); 생식보건(1); 보건인력개발(1)
우간다,기타,23,0.0569,6,3007405.68,3006793.68,비특정분야(12); 성평등 조직(기구) 및 제도(11)
우간다,긴급구호/취약성,13,0.0322,6,567806.16,561309.16,사회보호/보장(5); 여성폭력 근절(4); COVID-19(2); 재난 대비능력 강화(1); 재난위험경감(1)
우즈베키스탄,공공행정,131,0.3112,6,22113570.0,4654314.47,공공정책 및 행정관리(63); 공공재정관리(14); 금융정책 및 행정관리(9); 통신정책 및 행정관리(9); 통상정책 및 행정관리(8)
우즈베키스탄,교육,107,0.2542,6,42090769.4,29861593.51,"교육정책 및 행정관리(23); 직업훈련(기초,중등수준)(15); 취학전교육(12); 교육시설 및 특별연수(8); 전문대,대학(원) 교육(8)"
우즈베키스탄,기술환경에너지,100,0.2375,6,19526048.85,14362479.72,정보통신기술(27); 도시개발 및 관리(21); 에너지정책 및 행정관리(11); 수자원정책 및 행정관리(9); 중소기업 개발(7)
우즈베키스탄,농림수산,30,0.0713,6,8354615.01,590779.89,농업 개발(9); 농업정책 및 행정관리(8); 농촌개발(6); 식량생산(2); 임업 개발(2)
우즈베키스탄,보건의료,23,0.0546,6,15667964.31,1540702.76,의료서비스(13); 보건정책 및 행정관리(9); 기초보건진료(1)
우즈베키스탄,기타,20,0.0475,6,2776016.78,2777532.78,비특정분야(16); 성평등 조직(기구) 및 제도(3); 석탄화력발전소(1)
우즈베키스탄,긴급구호/취약성,10,0.0238,6,9788206.06,10430710.06,"여성폭력 근절(5); COVID-19(2); 인권 강화(1); 전염병 관리 및 예방(말라리아,결핵, 성병, 코로나19 제외)(1); 재난위험경감(1)"
우크라이나,기술환경에너지,10,0.4167,3,2098324.01,767711.44,정보통신기술(3); 철도운송(2); 식수개발 및 위생처리시설(플랜트 시설 등)에 포함되지 않는 기타(1); 도시개발 및 관리(1); 항공운송(1)
우크라이나,보건의료,5,0.2083,2,5052786.24,52786.31,의료서비스(2); 결핵 관리 및 예방(2); 보건정책 및 행정관리(1)
우크라이나,교육,3,0.125,2,100481.95,100467.08,"고급기술 및 관리자 교육(1); 중고등교육(1); 직업훈련(기초,중등수준)(1)"
우크라이나,긴급구호/취약성,3,0.125,2,1747967.0,612906.9,인권 강화(2); 긴급구호 조정 및 지원서비스(1)
우크라이나,공공행정,2,0.0833,2,117349.33,117344.0,공공정책 및 행정관리(2)
우크라이나,기타,1,0.0417,1,28720057.0,28720057.0,구호 물자지원 및 서비스(1)
이라크,공공행정,39,0.3095,6,1650777.41,5604177.41,공공정책 및 행정관리(24); 통신정책 및 행정관리(9); 분권화 및 지방정부 지원(2); 통계능력 강화(1); 입법 및 사법제도 개발(1)
이라크,기술환경에너지,30,0.2381,6,5513669.25,537038.25,에너지정책 및 행정관리(8); 전력송전/배전(중앙 그리드)(6); 도시개발 및 관리(4); 수자원정책 및 행정관리(4); 기술연구개발(4)
이라크,교육,22,0.1746,6,12749936.11,1545938.6,"직업훈련(기초,중등수준)(9); 교육정책 및 행정관리(3); 초등교육(2); 전문대,대학(원) 교육(2); 기타교육(2)"
이라크,보건의료,21,0.1667,6,29029830.0,23383852.4,의료서비스(14); 보건정책 및 행정관리(7)
이라크,농림수산,10,0.0794,3,95049.0,92299.0,농촌개발(4); 농업 개발(3); 식량생산(2); 농업협동조합(1)
이라크,긴급구호/취약성,3,0.0238,2,39073.0,39073.0,COVID-19(3)
이라크,기타,1,0.0079,1,116479.0,109952.0,병충해 구제(1)
이란,교육,7,0.4375,6,76522.0,734681.45,"직업훈련(기초,중등수준)(6); 교육정책 및 행정관리(1)"
이란,기술환경에너지,4,0.25,3,43046.0,41788.0,에너지정책 및 행정관리(3); 항공운송(1)
이란,공공행정,3,0.1875,2,318635.0,318635.0,공공정책 및 행정관리(2); 공공 조달(1)
이란,보건의료,2,0.125,2,1755629.0,1755629.0,보건정책 및 행정관리(1); 기초보건진료(1)
이집트,공공행정,78,0.3611,6,13426703.29,8355515.81,공공정책 및 행정관리(37); 운송정책 및 행정관리(8); 공공재정관리(8); 통상정책 및 행정관리(6); 분권화 및 지방정부 지원(6)
이집트,교육,51,0.2361,6,10597562.51,7402324.61,"교육정책 및 행정관리(14); 전문대,대학(원) 교육(11); 교육시설 및 특별연수(8); 고급기술 및 관리자 교육(5); 중고등교육(4)"
이집트,기술환경에너지,29,0.1343,6,1652587.27,1637339.27,환경정책 및 행정관리(7); 에너지정책 및 행정관리(5); 문화 및 레크리에이션(4); 정보통신기술(4); 환경연구(3)
이집트,기타,23,0.1065,6,2019735.51,2020278.06,비특정분야(12); 성평등 조직(기구) 및 제도(11)
이집트,농림수산,20,0.0926,3,237417.0,230787.0,농업 개발(7); 어업 개발(6); 농촌개발(4); 농업정책 및 행정관리(2); 수산물 유통지원(1)
이집트,보건의료,14,0.0648,6,644693.02,637090.02,보건정책 및 행정관리(13); 기초의료설비(1)
이집트,긴급구호/취약성,1,0.0046,1,0.0,1.48,여성폭력 근절(1)
인도,교육,7,0.4375,6,2206489.11,211467.11,"직업훈련(기초,중등수준)(5); 의료교육 및 훈련(1); 기타교육(1)"
인도,공공행정,5,0.3125,5,93121.07,93121.07,공공정책 및 행정관리(2); 통신정책 및 행정관리(2); 공업정책 및 행정관리(1)
인도,농림수산,2,0.125,2,25157.0,25157.0,농업정책 및 행정관리(2)
인도,보건의료,2,0.125,2,11498.0,11498.0,보건정책 및 행정관리(2)
인도네시아,공공행정,225,0.4004,6,22253376.6,12724794.75,공공정책 및 행정관리(103); 금융정책 및 행정관리(16); 통상정책 및 행정관리(15); 분권화 및 지방정부 지원(15); 공공재정관리(14)
인도네시아,기술환경에너지,106,0.1886,6,12581175.78,3266377.19,도시개발 및 관리(29); 정보통신기술(22); 수자원정책 및 행정관리(12); 에너지정책 및 행정관리(10); 환경정책 및 행정관리(7)
인도네시아,교육,74,0.1317,6,27518574.85,7472576.51,"교육정책 및 행정관리(19); 전문대,대학(원) 교육(17); 중고등교육(6); 성인 기초생활교육(6); 교육시설 및 특별연수(4)"
인도네시아,농림수산,63,0.1121,6,12021075.23,1982442.91,식량생산(13); 농업정책 및 행정관리(12); 어업 개발(11); 농업 개발(9); 농촌개발(5)
인도네시아,기타,39,0.0694,6,3113453.64,3066075.64,"성평등 조직(기구) 및 제도(16); 비특정분야(14); 다부문 원조(3); 섬유,피혁 및 대체소재(2); 해양광물(1)"
인도네시아,긴급구호/취약성,28,0.0498,6,22417801.18,16271378.22,여성폭력 근절(9); 재난위험경감(8); 재난 대비능력 강화(6); COVID-19(3); 사회보호/보장(2)
인도네시아,보건의료,27,0.048,6,271016.19,261911.19,보건정책 및 행정관리(21); 보건인력개발(3); 의료연구(2); 결핵 관리 및 예방(1)
자메이카,기술환경에너지,11,0.4783,6,116213.01,115006.01,도시개발 및 관리(4); 정보통신기술(3); 기술연구개발(3); 에너지정책 및 행정관리(1)
자메이카,공공행정,8,0.3478,4,505262.38,304125.56,치안제도 관리 및 개선(3); 공공정책 및 행정관리(2); 통신정책 및 행정관리(2); 통상정책 및 행정관리(1)
자메이카,긴급구호/취약성,2,0.087,2,2021149.0,2021149.0,COVID-19(2)
자메이카,교육,1,0.0435,1,524504.0,524504.0,교육시설 및 특별연수(1)
자메이카,농림수산,1,0.0435,1,0.02,0.02,어업 개발(1)
잠비아,농림수산,6,0.6,4,55334.0,54858.0,농업 개발(4); 농업정책 및 행정관리(2)
잠비아,공공행정,3,0.3,2,294631.01,294631.01,공공정책 및 행정관리(2); 공공 조달(1)
잠비아,교육,1,0.1,1,11249.0,11249.0,교사훈련(1)
적도기니,공공행정,4,0.4444,3,641245.7,641245.48,공공정책 및 행정관리(4)
적도기니,기술환경에너지,3,0.3333,3,37018.0,36542.0,항공운송(3)
적도기니,교육,2,0.2222,2,256839.0,256839.0,교육시설 및 특별연수(1); 청년 기초생활교육(1)
조지아,공공행정,8,0.5,5,472691.02,469442.02,공공재정관리(3); 공공정책 및 행정관리(2); 비즈니스 정책 및 행정관리(1); 입법 및 사법제도 개발(1); 거시경제 정책(1)
조지아,교육,7,0.4375,5,123627.0,124667.0,교육정책 및 행정관리(6); 교육시설 및 특별연수(1)
조지아,기술환경에너지,1,0.0625,1,61765.0,61765.0,정보통신기술(1)
중국,공공행정,1,0.5,1,9663.0,9663.0,공공정책 및 행정관리(1)
중국,농림수산,1,0.5,1,90262.0,85204.0,농업정책 및 행정관리(1)
중동 지역 (미배분),기타,6,0.8571,6,5038062.26,5038062.26,비특정분야(6)
중동 지역 (미배분),긴급구호/취약성,1,0.1429,1,100975.0,100975.0,COVID-19(1)
중앙아시아 지역 (미배분),기타,6,1.0,6,5038062.26,5038062.26,비특정분야(6)
중앙아프리카공화국,공공행정,3,0.4286,2,454930.25,454930.25,공공정책 및 행정관리(3)
중앙아프리카공화국,농림수산,2,0.2857,2,252286.0,252286.0,농업정책 및 행정관리(1); 임업정책 및 행정관리(1)
중앙아프리카공화국,기술환경에너지,1,0.1429,1,14585.0,14585.0,에너지정책 및 행정관리(1)
중앙아프리카공화국,교육,1,0.1429,1,404380.0,404380.0,초등교육(1)
지부티,공공행정,5,1.0,4,448906.29,448906.29,공공정책 및 행정관리(5)
짐바브웨,공공행정,35,0.3535,6,394934.03,399365.03,공공정책 및 행정관리(13); 공공재정관리(6); 금융정책 및 행정관리(6); 통신정책 및 행정관리(5); 통상정책 및 행정관리(3)
짐바브웨,기술환경에너지,25,0.2525,6,170448.11,161040.2,에너지정책 및 행정관리(8); 정보통신기술(8); 수자원정책 및 행정관리(3); 기술연구개발(3); 환경정책 및 행정관리(3)
짐바브웨,농림수산,22,0.2222,6,356930.03,349322.03,식량생산(9); 농업 개발(6); 농촌개발(3); 농수산물 가공업(3); 농업관련 기자재(1)
짐바브웨,교육,5,0.0505,4,339411.01,245167.01,에너지 교육/훈련(3); 교육정책 및 행정관리(2)
짐바브웨,보건의료,5,0.0505,3,39030.02,35781.02,보건정책 및 행정관리(5)
짐바브웨,긴급구호/취약성,4,0.0404,3,65020.03,58523.03,여성폭력 근절(4)
짐바브웨,기타,3,0.0303,3,39411.0,40927.0,성평등 조직(기구) 및 제도(3)
차드,기술환경에너지,2,0.4,2,14585.02,14585.02,에너지정책 및 행정관리(2)
차드,공공행정,2,0.4,1,262320.0,262320.0,공공정책 및 행정관리(2)
차드,교육,1,0.2,1,404380.0,404380.0,초등교육(1)
카메룬,공공행정,102,0.2906,6,16007381.54,11812405.18,공공정책 및 행정관리(53); 통신정책 및 행정관리(14); 금융정책 및 행정관리(9); 통상정책 및 행정관리(8); 거시경제 정책(4)
카메룬,기술환경에너지,74,0.2108,6,7986704.27,7739382.45,정보통신기술(18); 에너지정책 및 행정관리(11); 도시개발 및 관리(9); 기술연구개발(9); 기초식수공급 및 기초위생에 포함되지 않는 기타(6)
카메룬,농림수산,57,0.1624,6,929611.06,914837.06,농업 개발(14); 어업 개발(12); 농촌개발(12); 농업정책 및 행정관리(6); 식량생산(6)
카메룬,교육,51,0.1453,6,4436107.08,6735998.08,"교육정책 및 행정관리(18); 직업훈련(기초,중등수준)(6); 초등교육(5); 농업관련 교육/훈련(5); 취학전교육(4)"
카메룬,기타,31,0.0883,6,1944340.46,1940375.46,비특정분야(15); 성평등 조직(기구) 및 제도(12); 책임감 있는 비즈니스(3); 식품 안전과 품질(1)
카메룬,보건의료,24,0.0684,5,15024254.2,1069499.55,보건정책 및 행정관리(11); 의료서비스(7); 기초보건진료(5); 기초영양(1)
카메룬,긴급구호/취약성,12,0.0342,6,309413.15,302916.15,사회보호/보장(5); 여성폭력 근절(5); 재난 대비능력 강화(1); 재난위험경감(1)
카보베르데,공공행정,1,1.0,1,196967.0,196967.0,공공정책 및 행정관리(1)
카자흐스탄,공공행정,28,0.4179,6,396907.09,393827.09,금융정책 및 행정관리(8); 공공정책 및 행정관리(8); 공공재정관리(5); 통신정책 및 행정관리(3); 분권화 및 지방정부 지원(3)
카자흐스탄,기술환경에너지,14,0.209,6,153583.01,149070.01,도시개발 및 관리(6); 수자원정책 및 행정관리(3); 환경연구(2); 환경정책 및 행정관리(2); 에너지정책 및 행정관리(1)
카자흐스탄,교육,8,0.1194,5,274340.02,275856.02,"전문대,대학(원) 교육(4); 운송 및 창고부문 교육(3); 교육시설 및 특별연수(1)"
카자흐스탄,농림수산,6,0.0896,4,71922.01,70189.01,식량생산(6)
카자흐스탄,긴급구호/취약성,5,0.0746,3,46967.03,43718.03,여성폭력 근절(3); 재난위험경감(2)
카자흐스탄,기타,4,0.0597,3,56640.0,58156.0,성평등 조직(기구) 및 제도(3); 반부패기구 및 제도 지원(1)
카자흐스탄,보건의료,2,0.0299,2,188702.0,188702.0,의료서비스(2)
캄보디아,공공행정,140,0.2887,6,3778578.91,3736671.91,공공정책 및 행정관리(79); 금융정책 및 행정관리(12); 공공재정관리(12); 통상정책 및 행정관리(8); 분권화 및 지방정부 지원(5)
캄보디아,기술환경에너지,115,0.2371,6,35968397.14,26169012.08,도시개발 및 관리(21); 정보통신기술(13); 수자원정책 및 행정관리(10); 에너지정책 및 행정관리(10); 중소기업 개발(10)
캄보디아,교육,76,0.1567,6,28317167.93,11114718.36,"교육정책 및 행정관리(16); 전문대,대학(원) 교육(8); 초등교육(7); 성인 기초생활교육(7); 환경교육/훈련(5)"
캄보디아,농림수산,54,0.1113,6,10663923.04,1971613.67,식량생산(23); 농업 개발(13); 농촌개발(9); 농업정책 및 행정관리(4); 어업 개발(2)
캄보디아,보건의료,46,0.0948,6,29101873.44,21976155.46,의료서비스(23); 보건정책 및 행정관리(14); 기초보건진료(7); 생식보건(2)
캄보디아,기타,34,0.0701,6,3976401.82,5743678.35,비특정분야(12); 성평등 조직(기구) 및 제도(9); 중앙금융기관(3); 다부문 원조(3); 책임감 있는 비즈니스(3)
캄보디아,긴급구호/취약성,20,0.0412,6,11378310.14,4662882.14,"사회보호/보장(7); COVID-19(6); 전염병 관리 및 예방(말라리아,결핵, 성병, 코로나19 제외)(5); 인권 강화(2)"
케냐,공공행정,83,0.3547,6,2441414.44,2406195.44,공공정책 및 행정관리(34); 통상정책 및 행정관리(11); 공공재정관리(8); 분권화 및 지방정부 지원(7); 통신정책 및 행정관리(5)
케냐,기술환경에너지,53,0.2265,6,11432658.18,5589774.53,정보통신기술(15); 에너지정책 및 행정관리(8); 도시개발 및 관리(6); 식수개발(플랜트시설 등)(6); 기술연구개발(4)
케냐,교육,32,0.1368,6,12015937.31,8599550.36,"교육정책 및 행정관리(11); 직업훈련(기초,중등수준)(8); 고급기술 및 관리자 교육(3); 운송 및 창고부문 교육(3); 의료교육 및 훈련(2)"
케냐,농림수산,30,0.1282,6,597337.08,593419.08,농업 개발(9); 어업 개발(5); 농촌개발(5); 식량생산(5); 어업정책 및 행정관리(3)
케냐,보건의료,18,0.0769,6,6240567.03,1025608.91,보건정책 및 행정관리(12); 기초보건진료(4); 보건인력개발(2)
케냐,기타,12,0.0513,6,1055580.28,1055580.28,비특정분야(12)
케냐,긴급구호/취약성,6,0.0256,4,140962.06,140962.06,COVID-19(2); 인권 강화(2); 여성폭력 근절(1); 사회보호/보장(1)
코모로,교육,1,0.5,1,99172.0,99172.0,"전문대,대학(원) 교육(1)"
코모로,공공행정,1,0.5,1,0.0,0.0,공공정책 및 행정관리(1)
코스타리카,공공행정,20,0.3636,6,3651241.22,2861583.43,공공정책 및 행정관리(13); 금융정책 및 행정관리(3); 치안제도 관리 및 개선(2); 운송정책 및 행정관리(2)
코스타리카,기술환경에너지,16,0.2909,6,4896650.02,3935621.38,중소기업 개발(6); 정보통신기술(3); 문화 및 레크리에이션(2); 환경정책 및 행정관리(2); 폐기물 관리 및 처리(1)
코스타리카,교육,13,0.2364,4,987153.0,987153.0,"교육시설 및 특별연수(3); 전문대,대학(원) 교육(2); 직업훈련(기초,중등수준)(2); 중고등교육(2); 취학전교육(2)"
코스타리카,기타,4,0.0727,3,432018.04,432018.04,"비특정분야(2); 석유 및 가스(1); 섬유,피혁 및 대체소재(1)"
코스타리카,농림수산,1,0.0182,1,49058.0,49058.0,농업정책 및 행정관리(1)
코스타리카,보건의료,1,0.0182,1,581843.0,581843.0,기초의료설비(1)
코트디부아르,공공행정,31,0.2719,6,1525992.22,1519625.22,공공정책 및 행정관리(22); 통신정책 및 행정관리(6); 통상정책 및 행정관리(1); 운송정책 및 행정관리(1); 비즈니스 정책 및 행정관리(1)
코트디부아르,교육,30,0.2632,6,8723099.17,3025928.45,"교육정책 및 행정관리(8); 직업훈련(기초,중등수준)(5); 교육시설 및 특별연수(3); 전문대,대학(원) 교육(3); 초등교육(2)"
코트디부아르,기술환경에너지,22,0.193,6,17725814.04,12105270.64,식수개발(플랜트시설 등)(4); 환경정책 및 행정관리(4); 문화 및 레크리에이션(3); 정보통신기술(3); 항공운송(2)
코트디부아르,기타,13,0.114,6,2160383.52,2160383.48,비특정분야(12); 기초사회서비스에 대한 다부문 원조(1)
코트디부아르,보건의료,9,0.0789,4,309604.11,309210.11,보건정책 및 행정관리(5); 기초보건진료(2); 보건인력개발(1); 기초의료설비(1)
코트디부아르,긴급구호/취약성,6,0.0526,4,257497.0,257497.0,COVID-19(3); 재난위험경감(3)
코트디부아르,농림수산,3,0.0263,3,267588.35,268471.1,임업정책 및 행정관리(2); 농업 개발(1)
콜롬비아,공공행정,63,0.2877,6,7688411.88,2182721.88,공공정책 및 행정관리(32); 통신정책 및 행정관리(6); 공공재정관리(6); 금융정책 및 행정관리(5); 거시경제 정책(5)
콜롬비아,교육,47,0.2146,6,3483236.25,3487785.25,"교육정책 및 행정관리(9); 교육시설 및 특별연수(5); 전문대,대학(원) 교육(5); 중고등교육(5); 초등교육(5)"
콜롬비아,기술환경에너지,47,0.2146,6,6853718.54,4950698.02,도시개발 및 관리(12); 정보통신기술(8); 환경정책 및 행정관리(7); 수송기계 산업(4); 에너지정책 및 행정관리(3)
콜롬비아,기타,25,0.1142,6,9224058.41,6680701.83,비특정분야(12); 성평등 조직(기구) 및 제도(10); 석유 및 가스(1); 책임감 있는 비즈니스(1); 농지 개발(1)
콜롬비아,농림수산,16,0.0731,6,554717.02,555757.02,농업정책 및 행정관리(5); 농업 연구(3); 농업 개발(3); 축산(2); 임업정책 및 행정관리(1)
콜롬비아,긴급구호/취약성,11,0.0502,6,9422502.03,9422502.03,사회보호/보장(6); COVID-19(4); 여성폭력 근절(1)
콜롬비아,보건의료,10,0.0457,5,318030.14,318030.14,기초보건진료(4); 의료서비스(3); 보건정책 및 행정관리(3)
콩고공화국,공공행정,5,0.8333,3,519283.0,468120.05,공공정책 및 행정관리(5)
콩고공화국,기술환경에너지,1,0.1667,1,0.02,0.02,에너지정책 및 행정관리(1)
콩고민주공화국(DR콩고),공공행정,77,0.3484,6,2193567.18,2092573.27,공공정책 및 행정관리(41); 통신정책 및 행정관리(14); 공공재정관리(6); 금융정책 및 행정관리(4); 분권화 및 지방정부 지원(4)
콩고민주공화국(DR콩고),기술환경에너지,51,0.2308,6,2707530.25,5478185.25,기술연구개발(16); 에너지정책 및 행정관리(8); 정보통신기술(8); 환경연구(5); 환경정책 및 행정관리(4)
콩고민주공화국(DR콩고),보건의료,23,0.1041,6,10253666.0,4136909.63,보건정책 및 행정관리(18); 생식보건(5)
콩고민주공화국(DR콩고),농림수산,21,0.095,6,198553.03,196468.03,농업 개발(7); 농업정책 및 행정관리(6); 식량생산(5); 농촌개발(2); 어업 개발(1)
콩고민주공화국(DR콩고),교육,20,0.0905,6,236541.02,2929261.02,"교육정책 및 행정관리(8); 농업관련 교육/훈련(5); 직업훈련(기초,중등수준)(3); 에너지 교육/훈련(3); 초등교육(1)"
콩고민주공화국(DR콩고),기타,19,0.086,6,1113698.24,1109951.24,비특정분야(12); 성평등 조직(기구) 및 제도(4); 책임감 있는 비즈니스(3)
콩고민주공화국(DR콩고),긴급구호/취약성,10,0.0452,5,918467.0,919977.0,"COVID-19(3); 재난위험경감(3); 여성폭력 근절(2); 사회보호/보장(1); 전염병 관리 및 예방(말라리아,결핵, 성병, 코로나19 제외)(1)"
쿠바,보건의료,1,1.0,1,5181.0,5181.0,보건정책 및 행정관리(1)
키르기스스탄,공공행정,99,0.2946,6,20843094.56,8416705.66,공공정책 및 행정관리(55); 분권화 및 지방정부 지원(11); 금융정책 및 행정관리(7); 통신정책 및 행정관리(6); 통상정책 및 행정관리(5)
키르기스스탄,기술환경에너지,83,0.247,6,14318729.95,3606543.57,정보통신기술(24); 도시개발 및 관리(17); 에너지정책 및 행정관리(15); 환경정책 및 행정관리(9); 문화 및 레크리에이션(7)
키르기스스탄,교육,59,0.1756,6,3066666.67,3066190.67,"전문대,대학(원) 교육(11); 교육정책 및 행정관리(9); 고급기술 및 관리자 교육(7); 교육시설 및 특별연수(6); 비정규 농업훈련(5)"
키르기스스탄,농림수산,44,0.131,6,17838127.07,8104985.69,농촌개발(13); 농업정책 및 행정관리(11); 식량생산(6); 농업 개발(5); 축산(5)
키르기스스탄,기타,26,0.0774,6,2221103.41,2220273.41,비특정분야(12); 성평등 조직(기구) 및 제도(9); 다부문 원조(3); 해양광물(1); 전기 차 인프라(1)
키르기스스탄,긴급구호/취약성,17,0.0506,6,2155704.13,2145958.13,여성폭력 근절(5); 사회보호/보장(4); COVID-19(4); 재난위험경감(3); 인권 강화(1)
키르기스스탄,보건의료,8,0.0238,6,205377.05,204119.05,보건정책 및 행정관리(4); 기초보건진료(4)
키리바시,보건의료,2,0.2857,2,406020.0,406020.0,보건정책 및 행정관리(1); 기초의료설비(1)
키리바시,공공행정,2,0.2857,2,16675.16,16675.16,공공정책 및 행정관리(2)
키리바시,교육,2,0.2857,2,31902.0,31902.0,교사훈련(1); 어업 교육/훈련(1)
키리바시,기술환경에너지,1,0.1429,1,6497.0,6497.0,항공운송(1)
타지키스탄,기술환경에너지,26,0.3514,6,14321743.07,5794429.38,환경정책 및 행정관리(6); 전력송전/배전(중앙 그리드)(5); 수자원정책 및 행정관리(4); 에너지정책 및 행정관리(3); 도시개발 및 관리(3)
타지키스탄,공공행정,24,0.3243,6,334732.6,329247.1,공공정책 및 행정관리(15); 금융정책 및 행정관리(2); 운송정책 및 행정관리(2); 거시경제 정책(2); 통계능력 강화(1)
타지키스탄,기타,9,0.1216,5,208930.19,205681.19,비특정분야(6); 책임감 있는 비즈니스(3)
타지키스탄,농림수산,5,0.0676,4,34368.71,31010.01,식량생산(3); 농촌개발(1); 농업 개발(1)
타지키스탄,긴급구호/취약성,4,0.0541,4,399506.02,399506.02,재난위험경감(2); 인권 강화(1); COVID-19(1)
타지키스탄,교육,3,0.0405,2,267760.0,267760.0,교육시설 및 특별연수(1); 교육정책 및 행정관리(1); 의료교육 및 훈련(1)
타지키스탄,보건의료,3,0.0405,3,112782.02,112782.02,보건정책 및 행정관리(2); 의료연구(1)
탄자니아,공공행정,122,0.2531,6,2700807.39,2661758.39,공공정책 및 행정관리(43); 분권화 및 지방정부 지원(14); 통신정책 및 행정관리(14); 통상정책 및 행정관리(12); 금융정책 및 행정관리(11)
탄자니아,기술환경에너지,109,0.2261,6,7375157.77,3473372.32,정보통신기술(30); 에너지정책 및 행정관리(12); 환경정책 및 행정관리(9); 환경연구(8); 도시개발 및 관리(7)
탄자니아,교육,86,0.1784,6,32456000.52,26353994.35,"교육정책 및 행정관리(25); 중고등교육(11); 전문대,대학(원) 교육(9); 직업훈련(기초,중등수준)(5); 고급기술 및 관리자 교육(5)"
탄자니아,농림수산,72,0.1494,6,6791171.18,1316120.97,식량생산(15); 농업 개발(15); 어업 개발(14); 농업정책 및 행정관리(14); 농촌개발(11)
탄자니아,보건의료,45,0.0934,6,23538077.41,13268126.88,보건정책 및 행정관리(29); 의료서비스(8); 기초보건진료(5); 보건인력개발(3)
탄자니아,기타,34,0.0705,6,3929342.88,3925482.29,비특정분야(16); 성평등 조직(기구) 및 제도(13); 책임감 있는 비즈니스(3); 반부패기구 및 제도 지원(1); Lower secondary education(1)
탄자니아,긴급구호/취약성,14,0.029,6,553008.04,549759.04,사회보호/보장(6); 여성폭력 근절(4); COVID-19(2); 재난 대비능력 강화(1); 재난위험경감(1)
