Country_KR,Year,Project_Count,Commitment_Raw,Disbursement_Raw
카메룬,2022,58,10028417.0,6542690.0
카메룬,2023,63,15808679.0,5288096.0
카메룬,2024,55,1.75,4.93
카보베르데,2019,0,0.0,0.0
카보베르데,2020,0,0.0,0.0
카보베르데,2021,1,196967.0,196967.0
카보베르데,2022,0,0.0,0.0
카보베르데,2023,0,0.0,0.0
카보베르데,2024,0,0.0,0.0
카자흐스탄,2019,7,265511.0,262586.0
카자흐스탄,2020,9,165123.0,166207.0
카자흐스탄,2021,11,251425.0,257566.0
카자흐스탄,2022,14,368523.0,354680.0
카자흐스탄,2023,14,138479.0,138479.0
카자흐스탄,2024,12,0.16,0.16
캄보디아,2019,98,27596267.0,12541358.0
캄보디아,2020,84,24248622.0,14073720.0
캄보디아,2021,80,20876716.0,12292357.0
캄보디아,2022,77,36247677.0,18883745.0
캄보디아,2023,70,14215353.0,17583534.0
캄보디아,2024,76,17.42,17.98
케냐,2019,45,16319346.0,2684006.0
케냐,2020,33,288104.0,840167.0
케냐,2021,33,14968733.0,3527906.0
케냐,2022,30,1216210.0,6009150.0
케냐,2023,42,1132062.0,6349858.0
케냐,2024,51,1.38,3.66
코모로,2019,0,0.0,0.0
코모로,2020,0,0.0,0.0
코모로,2021,0,0.0,0.0
코모로,2022,0,0.0,0.0
코모로,2023,1,99172.0,99172.0
코모로,2024,1,0.0,0.0
코스타리카,2019,16,5373341.0,1856734.0
코스타리카,2020,12,3740385.0,757899.0
코스타리카,2021,5,253934.0,2495889.0
코스타리카,2022,3,174837.0,1267668.0
코스타리카,2023,9,1055466.0,2469086.0
코스타리카,2024,10,0.28,0.85
코트디부아르,2019,21,1034687.0,6942974.0
코트디부아르,2020,18,1130102.0,3692366.0
코트디부아르,2021,14,8087275.0,1821448.0
코트디부아르,2022,10,1009034.0,2883529.0
코트디부아르,2023,30,19708868.0,4306063.0
코트디부아르,2024,21,12.41,5.99
콜롬비아,2019,42,3808991.0,3791656.0
콜롬비아,2020,28,11826884.0,6329801.0
콜롬비아,2021,31,17914868.0,7538482.0
콜롬비아,2022,36,1771538.0,4474633.0
콜롬비아,2023,41,2222378.0,5463619.0
콜롬비아,2024,41,15.27,5.17
콩고공화국,2019,1,99081.0,99081.0
콩고공화국,2020,0,0.0,0.0
콩고공화국,2021,0,0.0,0.0
콩고공화국,2022,0,0.0,0.0
콩고공화국,2023,2,420202.0,369039.0
콩고공화국,2024,3,0.03,0.07
콩고민주공화국(DR콩고),2019,43,2730395.0,6177061.0
콩고민주공화국(DR콩고),2020,37,10687069.0,1251905.0
콩고민주공화국(DR콩고),2021,37,1692463.0,2806615.0
콩고민주공화국(DR콩고),2022,35,1065586.0,2222860.0
콩고민주공화국(DR콩고),2023,38,1446502.0,4404880.0
콩고민주공화국(DR콩고),2024,31,7.73,4.45
쿠바,2019,0,0.0,0.0
쿠바,2020,0,0.0,0.0
쿠바,2021,1,5181.0,5181.0
쿠바,2022,0,0.0,0.0
쿠바,2023,0,0.0,0.0
쿠바,2024,0,0.0,0.0
키르기스스탄,2019,59,7709625.0,4966235.0
키르기스스탄,2020,45,6730893.0,3265088.0
키르기스스탄,2021,47,7761052.0,4937524.0
키르기스스탄,2022,53,9753108.0,5747242.0
키르기스스탄,2023,65,28694097.0,8848671.0
키르기스스탄,2024,67,27.84,16.17
키리바시,2019,4,246993.0,246993.0
키리바시,2020,0,0.0,0.0
키리바시,2021,1,204697.0,204697.0
키리바시,2022,0,0.0,0.0
키리바시,2023,1,9404.0,9404.0
키리바시,2024,1,0.16,0.16
타지키스탄,2019,13,395225.0,2185067.0
타지키스탄,2020,6,444541.0,1516567.0
타지키스탄,2021,7,161944.0,2780531.0
타지키스탄,2022,10,433642.0,413062.0
타지키스탄,2023,16,14244454.0,245187.0
타지키스탄,2024,22,16.61,1.71
탄자니아,2019,82,10498306.0,9801585.0
탄자니아,2020,68,9927421.0,7309071.0
탄자니아,2021,71,14916103.0,8536328.0
탄자니아,2022,84,18707255.0,12056078.0
탄자니아,2023,91,23294476.0,13845536.0
탄자니아,2024,86,4.19,16.24
태국,2019,26,3573744.0,3573744.0
태국,2020,15,2725382.0,2725618.0
태국,2021,13,1468561.0,1468684.0
태국,2022,16,1793562.0,1792727.0
태국,2023,14,3054295.0,3054295.0
태국,2024,20,2.66,2.66
토고,2019,4,139657.0,139657.0
토고,2020,0,0.0,0.0
토고,2021,0,0.0,0.0
토고,2022,0,0.0,0.0
토고,2023,1,461059.0,461059.0
토고,2024,3,0.51,0.29
통가,2019,1,176193.0,176193.0
통가,2020,1,207045.0,207045.0
통가,2021,1,156205.0,156205.0
통가,2022,1,201961.0,201961.0
통가,2023,2,599900.0,251369.0
통가,2024,6,0.37,0.83
투르크메니스탄,2019,7,165428.0,3519906.0
투르크메니스탄,2020,3,6664.0,710597.0
투르크메니스탄,2021,5,182349.0,182694.0
투르크메니스탄,2022,1,13680.0,13680.0
투르크메니스탄,2023,2,10625.0,10625.0
투르크메니스탄,2024,8,0.13,0.13
투발루,2019,0,0.0,0.0
투발루,2020,1,115499.0,115499.0
투발루,2021,1,36417.0,36417.0
투발루,2022,0,0.0,0.0
투발루,2023,1,9404.0,9404.0
투발루,2024,3,0.56,0.56
튀니지,2019,26,3574196.0,2027147.0
튀니지,2020,17,5533409.0,1155792.0
튀니지,2021,20,964626.0,1950789.0
튀니지,2022,21,4516867.0,1803051.0
튀니지,2023,23,961607.0,2506638.0
튀니지,2024,24,7.53,3.28
튀르키예,2019,1,4493.0,4493.0
튀르키예,2020,0,0.0,0.0
튀르키예,2021,0,0.0,0.0
튀르키예,2022,0,0.0,0.0
튀르키예,2023,2,2034464.0,2034464.0
튀르키예,2024,0,0.0,0.0
파나마,2019,1,7773.0,7337.0
파나마,2020,2,149910.0,149952.0
파나마,2021,0,0.0,0.0
파나마,2022,0,0.0,0.0
파나마,2023,9,1099178.0,1099178.0
파나마,2024,5,0.09,0.09
파라과이,2019,44,20038200.0,11937415.0
파라과이,2020,46,24021161.0,13363688.0
파라과이,2021,31,11314106.0,15674086.0
파라과이,2022,33,12079230.0,10679048.0
파라과이,2023,35,16487197.0,10733639.0
파라과이,2024,43,22.72,14.07
파키스탄,2019,35,17799135.0,1579162.0
파키스탄,2020,22,7529095.0,1540431.0
파키스탄,2021,32,1696960.0,7753392.0
파키스탄,2022,27,7894483.0,2662434.0
파키스탄,2023,28,1338336.0,6157024.0
파키스탄,2024,32,6.78,7.68
파푸아뉴기니,2019,5,165413.0,164998.0
파푸아뉴기니,2020,1,28209.0,28445.0
파푸아뉴기니,2021,2,202132.0,169982.0
파푸아뉴기니,2022,4,277094.0,276259.0
파푸아뉴기니,2023,4,218434.0,218434.0
파푸아뉴기니,2024,3,0.17,0.17
팔라우,2019,1,84994.0,84994.0
팔라우,2020,1,941.0,941.0
팔라우,2021,2,242755.0,211525.0
팔라우,2022,0,0.0,0.0
팔라우,2023,1,509719.0,509719.0
팔라우,2024,1,0.14,0.14
페루,2019,41,4829367.0,9643439.0
페루,2020,29,9099127.0,4421845.0
페루,2021,36,15205971.0,7568683.0
페루,2022,42,8233472.0,5982975.0
페루,2023,51,12333823.0,8936872.0
페루,2024,51,27.67,8.74
피지,2019,33,2300739.0,2689294.0
피지,2020,23,1705626.0,6210380.0
피지,2021,17,9794341.0,2639945.0
피지,2022,23,11635751.0,2300709.0
피지,2023,36,18561355.0,3410002.0
피지,2024,43,3.22,5.8
필리핀,2019,86,18764438.0,13429213.0
필리핀,2020,75,15763331.0,9557664.0
필리핀,2021,73,46263251.0,15284344.0
필리핀,2022,87,36856040.0,12302115.0
필리핀,2023,88,17817444.0,11785654.0
필리핀,2024,94,9.7,17.15
