Chunk_ID,Country_KR,Country_Code,PDF_File,Page,Chunk_On_Page,Sector_Tag,Text,Text_Length,Extraction_Method,Source_SHA256,Content_SHA256,Citation,Duplicate_Text_Count,Valid_Chunk
CPS-COL-p13-01,콜롬비아,COL,COL.pdf,13,1,기술환경에너지,"• 분쟁 피해 지역 등을 중심으로 환경보호와 기후변화에 대응한 현대 농업기술 전수 및 농민 역량강화 • 토지 및 경제개발, 공공서비스 제공 확대 등 기본 인프라 확충을 위한 도시 주택 및 신도시 건설 지원 - 한국의 경험과 지식에 기초하여 신도시 마스터 플랜수립 등 기술 협력 지원 (2) 교통 분야 ㅁ 기본방향 • 콜롬비아의 교통 • 물류 인프라 정책을 기반으로 마스터플랜 수립. 정책 컨설팅, 지식 및 경험 전수, 민관협력 활성화 지원 등을 통한 콜롬비아 교통 인프라 개발 계획 달성에 기여 ※ 유관 SDGS 세부목표 • (SDGS 3.6) 2020년까지 전세계적으로 도로 교통사고 사망자 50%로 경감 • (SDGS 9.1) 지속가능하며 회복력 있는 사회기반시설 개발 • (SDGS 11.2) 안전하고 저렴한 접근. 지속가능한 교통체계에 대한 접근 제공 ㅁ 개발수요 • 콜롬비아는 세계 경제포럼(2014-2015)의 국가경쟁력 순위 발표에서 2007년 이래 가장 높은 66위 달성 • 그러나, 교통 및 물류 인프라 부족은 콜롬비아의 사회경제 발전의 큰 장애요소로서 높은 물류비용에 따른 내수 시장 활용에 어려움을 겪고 있음.",576,vision-ocr:ko-KR+en-US,3d50d788ba6340e93fdd6f4b347dc050c839f01c9800ad97527077a03ffaf473,8497861cebe64790445cc3c762d827ec7d385d416feb87cb9123e5b532fd7ffa,CPS 콜롬비아 국가협력전략 COL.pdf p.13,1,True
CPS-COL-p14-01,콜롬비아,COL,COL.pdf,14,1,공공행정,"- 콜롬비아의 교통인프라의 세계 순위는 도로 126위, 철도 102위, 항만 90위, 공항 78위로 아시아 신흥국 및 라틴아메리카 국가에 비해 상 당히 뒤쳐져 있음. • 콜롬비아 정부는 교통 및 물류 인프라 개선을 위하여 National Infrastructure Agency (ANI) 및 National Development Finance (FDN)등을 설립하였으 며, 민간자본 유치를 위해 PPP법을 도입하고, 연간 GDP의 3% 수준을 교 통 인프라에 투자할 예정임. • 교통인프라 개선을 위해서 콜롬비아 정부는 복합운송수단 마스터플랜 (2015-2035) 발표(15.11월) - 동 마스터플랜에서는 수출입 활성화, 지역간 통합 및 물류비용 개선 등을 위한 인프라 확대 방안 및 우선사업 순위 선정 • (도로) 도로를 통한 화물운송량 비율은 71%로 매우 높은 수준이나 도로 포장률은 11.8%로 매우 낮고, 포장도로의 50%가 보수가 필요한 상태임. - 정부는 PPP등을 통하여 4차 고속도로 양허사업(연장 8,000km)을 추진 중이며 사업비 규모는 약 51조 페소 수준임. • (철도) 콜롬비아 철도 화물운송량 분담률은 27% 수준으로 석탄 운송에 주로 이용되고 있으며, 향후 양허사업 등을 통해 1,769km를 철도망을 확장할 계획임. o (내륙수운) 교통수단의 다양화 및 지역 간 교류 활성화 등을 위하 여 내륙 수상 운송 시설 투자를 확대해 나갈 예정으로 강을 활용 한 운송수단 활성화 마스터플랜 발표함(2015) o (항만) 항만을 통한 물동량은 연간 183백만톤('13)으로 2002년 대비 150%의 증가하였고, 파나마 운하 확장에 대비하여 대서양 및 태 평양연안의 공공항만 확장을 계획 중임.",849,vision-ocr:ko-KR+en-US,3d50d788ba6340e93fdd6f4b347dc050c839f01c9800ad97527077a03ffaf473,e16736a8851c5a88e47f915e0e8ad1bc9fe0821620248d13c91ec22830981a82,CPS 콜롬비아 국가협력전략 COL.pdf p.14,1,True
CPS-COL-p15-01,콜롬비아,COL,COL.pdf,15,1,기술환경에너지,"• (공항) 2014년 기준, 약 58백만 명의 승객이 공항을 이용하였고 전년 대비 7.61% 증가하였음. - 보고타 엘도라도 공항 이용객은 전체의 47.25%로 콜롬비아 정부는 증가추세에 있는 엘도라도 공항 이용객에 대비하여 보고타 인근에 신공항 건설을 구상 중에 있음. • (대중교통) 콜롬비아는 교통량 증가에 따른 온실가스 배출이 빠르게 증가하고 있고, 도시의 교통 혼잡 문제, 높은 도로 파손율 등의 문제를 해결하고 기후변화 대응을 위한 대중교통 통합시스템 구축을 추진 중 0 한국의 원조역량 • 한국은 국토종합개발계획을 통하여 단기간에 전국도로 교통망을 확장한 기술과 경험을 활용하여 투자, 법률 및 제도, 운영 및 관리 등 콜롬비아 정부가 교통 정책을 수립 • 실행하는데 지원 가능 - (도로 및 철도) 한국은 IT 기술을 활용한 지능형 도로 교통 체계 구축 분야에서 세계적인 경쟁력을 확보하고 있으며, 철도 마스터플 랜 수립, 차량제작, 신호체계 구축 등 철도인프라 분야 경쟁력도 우수 - (항만 및 공항) 한국은 항만 및 공항 건설 • 운영 부분에서 세계 적인 경쟁력 보유하고 있어, 공항운영 컨설팅 및 항만 개발과 관련하여 마스터플랜 수립 지원 가능 ㅁ 실행계획 • 철도, 지하철, 공항 및 항만 등 인프라 구축사업의 마스터플랜 수립 및 KSP를 통한 한국의 교통 인프라 개발 경험과 지식 공유 • 교통 및 물류 인프라 구축을 위한 인프라 투자 사업에 대한 금융",715,vision-ocr:ko-KR+en-US,3d50d788ba6340e93fdd6f4b347dc050c839f01c9800ad97527077a03ffaf473,6db9280b95364c332c6de19670d5da434126f77390b5190589e3e487978d1281,CPS 콜롬비아 국가협력전략 COL.pdf p.15,1,True
CPS-COL-p16-01,콜롬비아,COL,COL.pdf,16,1,기술환경에너지,"자문 및 협조융자 참여 (3) 산업 분야 0 기본방향 • 정책 컨설팅, 제도 개선을 통한 콜롬비아 산업•중소기업 경쟁력 및 과학기술혁신 역량 강화 ※ 유관 SDGS 세부목표 • (SDGS 9.2) 포용적이고 지속가능한 산업화 촉진 • (SDGS 9.5) 개발도상국 과학 연구 강화, 산업 부문의 기술역량 향상 ㅁ 개발수요 • 콜롬비아 경제는 개방경제로서 외국인투자 및 민간부문의 역할이 활발하고 다양성을 확보하고 있음. • 그러나 콜롬비아는 국내총생산(GDP)에서 에너지 및 광물자원 비중이 매우 높으며, 상대적으로 제조업 및 농업 비중은 낮은 상태임. 0 원자재 중심의 산업 구성은 낮은 고용효과 및 환경 문제를 야기하고 있으며, 최근 글로벌 원자재 가격 하락에 따른 경기 침체 등 변동성 위험이 매우 커진 상황임 • 이에 따라, 콜롬비아의 생산성과 경쟁력을 향상시키기 위해서는 산업 구성 및 수출 기반 다양화와 중소기업 역량 강화와 함께 기후변화대응 등 환경문제의 적응 • 완화를 위해 신재생 에너지(수력• 태양광) 등을 활용한 친환경 혁신성장 산업 육성 필요 • 한편, 콜롬비아는 산업의 생산성과 경쟁력을 향상시키기 위하여 과학기술혁신 역량강화를 추진하고 있으며, 한국의 지원을 통해",609,vision-ocr:ko-KR+en-US,3d50d788ba6340e93fdd6f4b347dc050c839f01c9800ad97527077a03ffaf473,46b3fe30bfeeec7e2aaad679776074cd932c6d132eeae189162a6a860253bfc7,CPS 콜롬비아 국가협력전략 COL.pdf p.16,1,True
CPS-COL-p17-01,콜롬비아,COL,COL.pdf,17,1,기술환경에너지,"과학기술혁신단지 마스터플랜을 수립하는 등 동 분야에 대한 국제 사회의 지속적인 지원을 희망 0 한국의 원조역량 • 한국은 전자, 자동차, 정보통신(ICT), 신재생에너지, 조선 산업에서 세계적인 수준의 경쟁력을 보유하고 있으며, 단기간에 노동집약 산업에서 자본• 기술집약 혁신성장 산업으로 전환하였음 • 한국은 다양한 산업 및 과학기술분야에서 세계적 수준의 연구 . 개발 기관을 보유하고 있으며, 이를 통해 산업발전과 과학기술혁신을 위한 정책수립 및 연구개발 분야에서 세계적인 경쟁력을 확보하고 있음. ㅁ 실행계획 • 자동차 부품, 전자, 정보통신(ICT), 신재생에너지, 식품 가공 등 고용 창출 및 지속가능한 성장이 가능한 분야에 정책자문 등을 제공하여 산업 및 중소기업 경쟁력 강화 • 과학기술혁신 정책 수립을 위한 정책 컨설팅 및 과학기술혁신센터 설립 및 운영에 필요한 기술협력 지원 (4) 평화 분야 0 기본방향 • 콜롬비아 정부의 평화협정 체결(2016년) 이후 분쟁 피해복구 프로그램 지원을 통한 분쟁 피해지역 사회경제인프라 확충 및 내전난민, 무장 해제 반군 등 분쟁 피해인구 사회 재통합 기여 • 베네수엘라 정치, 경제적 불안으로 인한 최인접국, 최대 난민 유입의 위기가 미래의 기회가 될 수 있도록 안정적으로 대응",633,vision-ocr:ko-KR+en-US,3d50d788ba6340e93fdd6f4b347dc050c839f01c9800ad97527077a03ffaf473,572ea85db9a14eca79f218066da6dac33e5e7e305a92381ef8812d0890a44c56,CPS 콜롬비아 국가협력전략 COL.pdf p.17,1,True
CPS-COL-p18-01,콜롬비아,COL,COL.pdf,18,1,긴급구호/취약성,"※ 유관 SDGS 세부목표 • (SDGS 9.1) 양질의 신뢰할 수 있고 지속가능하며 회복력 있는 사회기반시설 개발 • (SDGS 16.1) 모든 곳에서 모든 형태의 폭력 및 관련 사망률 감소 • (SDGS 16.3) 지속가능발전을 위한 비차별적 법률•정책의 추진 및 법제화 • (SDGS 16.6) 모든 수준에서 효과적이고 책임 있으며 투명한 제도 개발 • (SDGS 16.7) 모든 수준에서 포용적이며 참여지향적인 의사결정 보장 0 개발수요 • 콜롬비아 국가 개발을 저해하는 가장 큰 요소는 52년간 지속된 정부와 반군 간 내전으로 특히 분쟁지역에서 폭력사태, 코카 등 불법 작물재 배 등이 지속됨에 따라 시민안전이 위협받고 있고, 생활수준 및 공 공서비스 접근성 등에서도 여타 지역과 큰 격차를 보이고 있음. • 2016년 평화협정 체결 후, 콜롬비아 정부는 동 협정 이행을 위한 평화 절차(Peace Process) 추진 중으로 중점 분쟁 피해지역 개발 프로그램 (Programas de Desarrollo con Enfoque Territorial: PDET)을 수립하고 해 당 지역을 중심으로 분쟁피해복구를 추진 중임. - 이를 위해 콜롬비아 정부는 평화 관련 부처를 신설(2015년)하였으며 4분쟁지역 개발, 4반군의 정치 참여기회 제공, 4불법작물 대체, 4반군의 무장해제 및 사회 재정착, 진실규명, 피해자 보상을 위 한 정책을 추진 중에 있음. ① 반군과의 분쟁지역, 특히 PDET 대상지역의 사회인프라 구축지원 • 2016년 평화협정에 따라 콜롬비아 정부는 그간의 무력분쟁으로 인해 경제 및 사회 개발이 시급한 지역을 지역중점개발프로그램 (PDET, Programas de Desarrollo con Enfoque Territorial) 대상 지역으로 선정하여 지원 및 개발을 진행하고 있음",901,vision-ocr:ko-KR+en-US,3d50d788ba6340e93fdd6f4b347dc050c839f01c9800ad97527077a03ffaf473,0f60208a249cbfea832e9701e459bb950040d8139ecd7e65e742e7b280577402,CPS 콜롬비아 국가협력전략 COL.pdf p.18,1,True
CPS-COL-p19-01,콜롬비아,COL,COL.pdf,19,1,긴급구호/취약성,"• 콜롬비아의 많은 농촌 지역은 분쟁으로 인해 학교, 병원 등 주요 공 공시설이 파괴되어 생활여건이 매우 열악한 실정으로, 소규모 지역 공 동체 인프라 개선을 통해 농촌 지역의 교육• 보건 등 공공서비스의 질 과 접근성을 향상시킬 필요가 있음. • 콜롬비아 정부는 분쟁지역의 인프라 개선을 통해 지역 내 일자리와 지속가능한 소득을 창출하여 정부의 사회통합 및 평화구축 계획에 대 한 대중의 신뢰 확대를 도모하고 있음. - 사회 인프라 개선 사업은 피해자와 가해자가 공존하는 분쟁지역 주민들의 고용을 촉진하여 소득 증대와 생활수준 개선은 물론 평화 정착에도 기여할 것으로 기대됨. ② 국내난민 및 베네수엘라 난민 지원 • 52년간 지속된 내전으로 발생한 770만여 명의 국내난민과 더불어, 현재 베네수엘라 국가 불안으로 콜롬비아 내 베네수엘라 난민 인구는 180 만명을 초과하여, 콜롬비아 정부는 난민 지원을 위한 국제 사회의 지 원을 적극 요청 중에 있음. • 콜롬비아 정부는 난민 긴급구호를 위한 인도적 지원 물품지원과 더 불어 교육(아동) 및 보건 분야 기초서비스 제공 지원 난민의 콜 롬비아 영구 정착 가능성을 고려한 경제적 역량 강화(직업훈련 등) 지원을 요청하고 있음. - 콜롬비아 정부는 난민 문제를 일시적 현상이 아닌 장기 지속 가능 문제로 받아들이고 지속가능한 관점에서 난민 지원정책을 수립하고 이행 중에 있음. ③ 직업훈련 등을 통한 무장해제 반군의 사회 재정착 및 통합 지원",723,vision-ocr:ko-KR+en-US,3d50d788ba6340e93fdd6f4b347dc050c839f01c9800ad97527077a03ffaf473,062c1a16dc0c789bb7c7cf9125d47ec1fa47964ce22f2971f658412030b8c09a,CPS 콜롬비아 국가협력전략 COL.pdf p.19,1,True
CPS-COL-p20-01,콜롬비아,COL,COL.pdf,20,1,공공행정,"• 평화협정 체결 이후 무장 해제 반군의 재정착을 위한 사회통합 프로 그램의 중요성이 강조되고 있으며, 이를 위해 콜롬비아 정부는 사회 경제 재통합 정책(National Policy on Social and Economic Reintegration)""을 추진하면서 이에 대한 국제 사회의 지원을 요청하고 있음. • 특히, 콜롬비아 정부는 한국 통일부에서 탈북민 정착을 위해 직업 교육 훈련 등 탈북자 정착 지원 프로그램 운영 노하우 전수를 위한 양국 간 협력 강화를 희망하고 있음. • 한국의 원조역량 • 한국은 성공적인 농촌개발사업 추진하여 지역 소득개선, 부가가치 창 출 등 단기간에 농촌공동체 활성화를 이룬 경험을 보유하고 있음. • 한국 정부는 선진화된 IT기술을 바탕으로 전자정부 시스템을 도입 하여 정부혁신, 행정개혁, 부패척결에 큰 성과를 이루었고, 세계 여러 국가에 전수한 경험이 있으며, UN 등 국제사회로부터 모범 사례로 평가받고 있음. • 한국은 탈북민 정착 지원 기관을 설립• 운영하고 있으며 탈북민 정착 지원 프로그램 지식 및 경험 전수를 통해 콜롬비아 평화 구축과 사회 통합 역량 강화에 기여 가능함. ㅁ 실행계획 • 콜롬비아 정부의 평화구축 사업 중점 추진방향에 따라 • 내전난민 토 지 귀환 및 공공 서비스 인프라 구축 촉진 • 소유권 보장 및 국가적 토지 대장 시스템 이행 • 반군 퇴역군인 사회 재배치 과정 지원 불 법 작물 대체 및 지역 생산성 강화를 위한 민간과의 파트너십 구축",735,vision-ocr:ko-KR+en-US,3d50d788ba6340e93fdd6f4b347dc050c839f01c9800ad97527077a03ffaf473,4ef8ab083da7b962b5a650ff82314ae78d768703d6736818b1c5125fc6676125,CPS 콜롬비아 국가협력전략 COL.pdf p.20,1,True
CPS-COL-p21-01,콜롬비아,COL,COL.pdf,21,1,기술환경에너지,"위주 지원 • 지속가능한 평화구축을 위한 현장성 강화를 목표로 현지 정부기관, CSO 및 콜롬비아 주재 국제기구와의 파트너십을 강화하고, 평화사 업 추진 시 여성, 장애인 등 취약계층 고려 및 환경주류화를 내재화 하여 포괄적 원조 사업 추진 도모",137,vision-ocr:ko-KR+en-US,3d50d788ba6340e93fdd6f4b347dc050c839f01c9800ad97527077a03ffaf473,e49a320d7cf09be04b818e3aee4c703dc3bf57079780ae71c0540730e3a95091,CPS 콜롬비아 국가협력전략 COL.pdf p.21,1,True
CPS-COL-p22-01,콜롬비아,COL,COL.pdf,22,1,농림수산,"3 성과점검방안 가이드라인 수원국 개발목표(콜롬비아 국가개발전략) : 적법성 확보, 기업가 정신 촉진을 통해 전 국민에게 보다 많은 기회가 균등하게 제공되는 평등한 사회 구축 CPS 목표 : 지역개발, 교통인프라 구축, 산업 및 과학기술혁신 경쟁력 강화, 평화구축 지원을 통한 콜롬비아의 경제성장과 빈곤감축 및 국민의 삶의 질 향상에 기여 중점 분야별 분야별 분야별 분야 목표 제약요인 성과 평가 지표 0 국가균형발전 전략 지원을 통한 지역 • 증대된 농업 격차 축소 생산량 - SDGS 1.2. 2a - 농업 및 기초 지역개발 인프라 부족 - 농촌소득 수준 개선 • 농민 등 빈곤층 • 농업생산성 및 농촌지역 소득수준 • 관련 기관의 • 농업기술 경쟁력 강화 소득 증대 증대를 통한 삶의 역량 부족 • 농업기술 교육을 받은 농업 분야 질 개선 인력 수 • 지식 및 기술 - SDGS 23. 2a - 지능형 교통 시스템 이전을 통한 교통 - 인프라 부족 역량 강화 인프라 구축 역량 • 개선된 교통 강화 지원 - 지속가능한 - 도시 교통 인프라 인프라 수 교통 - SDGS 36, 11.2 교통수단 효율성 개선 • 교통 분야 • 도시교통 및 물류 이용률 저조 • 교통 마스터플랜 인프라 개발역량 수립 및 이행 지원 관련 교육을 - 재원 부족 받은 인원수 강화 지원 • 교통인프라 구축 관련 - SDGS 91.",676,vision-ocr:ko-KR+en-US,3d50d788ba6340e93fdd6f4b347dc050c839f01c9800ad97527077a03ffaf473,a37da704ab211a5a37e19c47bd733e4fa68805ac2a42d27ad0d14501d4a5db21,CPS 콜롬비아 국가협력전략 COL.pdf p.22,1,True
CPS-COL-p22-02,콜롬비아,COL,COL.pdf,22,2,긴급구호/취약성,"수단 효율성 개선 • 교통 분야 • 도시교통 및 물류 이용률 저조 • 교통 마스터플랜 인프라 개발역량 수립 및 이행 지원 관련 교육을 - 재원 부족 받은 인원수 강화 지원 • 교통인프라 구축 관련 - SDGS 91. 112 기술 및 경험 전수 • 산업의 다양성 및 - 정책 변화 - 산업 정책 역량 강화 - 역량강화 중소기업의 경쟁력 강화 , 법규 및 저도 미비 - 과학기술혁신 역량 강화 교육을 받은 산업 - SDGS 92 93 95 인원 수 • 과학기술혁신 단지 운영 - 관련 인프라 미비 • 과학기술혁신 인적 역량 및 경쟁력 강화 제도개선 제안 및 관리역량 강화 - 유관기관 간 및 입법화, - SDGS 9.5 협력부재 관련기관 설립 계획 수립 반영 건수 • 분쟁지역의 사회 인프라 및 지방 도로 구축 지원 • 정부 재원 및 - SDGs 91 정책역량 부족 • 분쟁지역 기초 개선된 공공 • 직업훈련 등을 통한 - 사회 재정착 및 인프라 구축 서비스에 대한 평화 무장해제 반군의 사회 독자질 위한 고• 사회 통합 프로그램 주민 만족도 재정착 및 통합 지원 - SDGS 161, 163 166 167 선진화 • 국내외 난민 • 난민 지원을 우한 대상 신규 지원 0 국내 난민 및 정부 물적인적 • 난민 기본권 보장 개선 프로그램 수 베네수엘라 난민 지원 재원 부족 - SDGS 163, 16.6, 167",675,vision-ocr:ko-KR+en-US,3d50d788ba6340e93fdd6f4b347dc050c839f01c9800ad97527077a03ffaf473,33c660172bc8806da3dfab2e472732dcc386297b6ad5fe9c11a8eca89cbddf9a,CPS 콜롬비아 국가협력전략 COL.pdf p.22,1,True
CPS-COL-p23-01,콜롬비아,COL,COL.pdf,23,1,교육,"IV. 이행전략 ㅁ (민관협력) 콜롬비아의 경제수준 향상, 사업의 대규모화, 채무관리 강화 등을 감안, 민간의 재원을 적극 활용하고, NGO 등과도 협력 강화 • 상위중소득국(UMIC)에 해당되는 콜롬비아의 특성을 고려하여 대규모 인프라 사업에 대해 원조자금•정책금융·민간투자 등 패키지형 금융을 활용한 PPP 방식 지원 추진 • 국내 및 콜롬비아 NGO와의 협력 네트워크 구축(정보 공유, 역량 강화 등)을 통해 원조 투명성과 국민 지지기반 확보 ㅁ (원조 조화) 중점 분야 중심으로 현지 공여협의체에 적극 참여하여 파트너십을 강화하고, 유망 협조융자 사업 발굴 • 콜롬비아 정부와 선진 공여국, MDB 등이 합동으로 운영 중인 회의체에 적극 참여 • WB 협조융자 MOU(3억불), IIDB 협조융자 퍼실리티(3억불) 등을 적극 활용해 유망 협조융자 사업 발굴 • (유·무상 연계) 사업 전단계의 유·무상 연계를 통해 유망 원조사업 발굴 및 사업의 완결성과 지속가능성 제고 • 사업 발굴 단계부터 정책자문(KSP, DEEP 등), 무상 기술협력(교육, 운 영인력, 기자재 등), 비구속성 유상 금융협력(대규모 건설•운영자금 등) 등을 콜롬비아 정부와 협력하여 패키지형 연계 추진 • 유•무상 합동 정책협의를 활성화하여 중점분야별로 원조총괄부처 및 수원부처와 합의된 세부 지원계획 수립",664,vision-ocr:ko-KR+en-US,3d50d788ba6340e93fdd6f4b347dc050c839f01c9800ad97527077a03ffaf473,2b21f0588c699edbe7fc0ccc0afec5731db257ce91f4a0270cc0214fbe5becca,CPS 콜롬비아 국가협력전략 COL.pdf p.23,1,True
CPS-COL-p24-01,콜롬비아,COL,COL.pdf,24,1,CPS 정책전략,"• (사후 관리) 중점분야를 중심으로 종료된 사업에 대해 콜롬비아 와 공동으로 운영 실태를 점검하고 종합적인 지원방안 수립 • 사후지원 대상 사업으로 선정되더라도 일정기간 후 수원기관이 자 립하여 지원을 종료할 수 있도록 자립기반 확충에 중점 • 사업의 성격 및 리스크를 감안하여 하자보수기간을 적절히 연장하고 하자보수 업체에 대한 요건과 관리감독 강화 • 사후관리 지원을 위해 전문가 파견, 봉사단 파견, 초청 연수 등을 연계하는 통합지원체계를 구축 • (삼각협력) 한국과 콜롬비아는 제3개도국 경제개발 공동지원을 위해 삼각협력 추진 검토 • 콜롬비아 외교부 및 국제개발협력청(APC)는 2019년 남남협력 부 서를 신설하는 등 개발협력 방식 다각화를 위해 적극적으로 노력 중 • 제3개도국 지원 요청이 있을 경우 삼각협력의 국제규범을 준수하면서 공동으로 사업 검토 ㅁ (SDGs 기여) 국제 사회의 새로운 목표로 SDGs가 제시되면서 우리나라의 ODA 정책도 SDGs를 주류화 하여 수립 • 기존에 추진하던 사업 분야• 방식•체계에 SDGs 반영하고, 유엔 지속가능개발정상회의 이후 새로이 발표되어 추진 중인 정부의 개발협력 구상 또한 국가별 상황에 맞추어 이행함으로써 SDGs 달성에 전략적 기여 - ""Leave No One Behind” 2030 개발의제의 주요 원칙에 따라, ODA 사업 전반에 걸쳐 성평등적 요소를 고려하여 불평등 해소를 위한 노력 증진(아래의 성인지적 관점 적용 권고지침 참고)",731,vision-ocr:ko-KR+en-US,3d50d788ba6340e93fdd6f4b347dc050c839f01c9800ad97527077a03ffaf473,aeb7138485638189460486d5792e0b75f29a3a1c507e9dcb98e6a4089f237eb6,CPS 콜롬비아 국가협력전략 COL.pdf p.24,1,True
CPS-COL-p25-01,콜롬비아,COL,COL.pdf,25,1,기술환경에너지,"< 성인지적 관점 적용 권고지침 > ① 사업 발굴 단계에서는 원칙적으로 성 분석(Gender Analysis)* 실시 * 성별에 따른 노동활동 패턴 가정 및 사회내 성별간 관계와 여성의 의사결정 참여정도 등을 조사 • 분석 ② 사업 설계 단계에서는 성 분석 결과를 감안, 성과지표 및 사업계획에 최대한 구체적으로 명시' * 예 : 여성의 필요를 반영한 목표 삽입, 성별 분리된 목표치 설정 ③ 사업 수행 단계에서는 계획된 성평등 관련 조치의 성실한 이행 및 다양한 관계자와 공유 * 계획 외, 가용한 여성 참여수단 지속적 모색 및 활용 ④ 사업 평가 . 모니터링 단계에서는 산출 및 성과에 대해 성별 영향평가 * 사업의 수혜대상자 및 성과를 가능한 범위 내에서 성별에 따라 분리하여 기술 ※ 보다 상세한 내용은 국조실에서 기 통보한 ODA 사업의 성 인지적 관점 적용지침 15824) 참고",441,vision-ocr:ko-KR+en-US,3d50d788ba6340e93fdd6f4b347dc050c839f01c9800ad97527077a03ffaf473,57f5d5cc067a4b93023ed99cf7ef148aba91785cbf3e59e00cbed7f7a8e7435c,CPS 콜롬비아 국가협력전략 COL.pdf p.25,1,True
CPS-COL-p26-01,콜롬비아,COL,COL.pdf,26,1,긴급구호/취약성,"VI. 모니터링 및 평가방안 1 모니터링 방안 ㅁ (통합모니터링) 우리나라 ODA사업 전반의 정보 공유 및 추진상황을 모니터링하고 종합 평가를 위해 통합 모니터링 시스템을 구축•활용 • 사업개시 2년 전부터 기관별 예비사업을 공유하여 ODA 사업 발굴 단 계부터 사업간 연계방안을 협의하여 지속적인 관리 진행 • 수원국 ODA 정책협의회를 통해 ODA 사업 모니터링 현황을 공유하고 통한 개선 방안 등을 논의 ㅁ (리스크 매트릭스) 주관기관 및 시행기관은 국가별 리스크 매트릭스를 작성하여 모니터링 시 이를 적극 활용 • 리스크 매트릭스는 위험요인과 대응 방안을 명시하여 문제 발생시 신속한 대응이 가능토록 작성 • 시행기관은 명시된 위험요인에 대한 모니터링 결과를 정기적으로 주관 기관에 보고하고 필요시 합동대응 < 리스크 매트릭스 > 위험 요인 모니터링 시기 1. 정치적 불안 상황 발생(정치적 혼란) 관련 상황 발생 시 2. 평화협정 체결 및 이행 지연 상시 3. 국제유가하락 위험 상시 4. 기타 경제, 자연재해, 공여국간 협력 악 관련 상황 발생 시 화 등 일상적 위험 요인 (연 1회 정기 모니터링)",565,vision-ocr:ko-KR+en-US,3d50d788ba6340e93fdd6f4b347dc050c839f01c9800ad97527077a03ffaf473,64368fd89861d54ff87706bdfc37a9d3991e8aa79f8e3d15374d48b048c46cf0,CPS 콜롬비아 국가협력전략 COL.pdf p.26,1,True
CPS-COL-p27-01,콜롬비아,COL,COL.pdf,27,1,CPS 정책전략,"2 평가 방안 • (평가목적) 국가협력전략의 중점협력분야별 목표달성 여부 등을 평가하여 개선사항을 도출하고 이를 차기 전략 수립 시 반영 • (평가시기) 중간점검은 CPS 수립시점으로부터 2~3년경과 후 필요시 진행하며, 종료평가는 CPS 종료시점으로부터 1년 전에 실시 • (평가유형) 각각의 평가는 중점협력분야별로 목표, 제약요인, 성과, 평가 지표 등을 고려하여 실시 • (중간점검) 수원국 국가개발전략 변경, CPS 수정 필요사항 발생 등 필요시 국무조정실을 중심으로 관계부처 합동으로 실시 (종료평가) 국가별로 평가의 중요성 및 적절성 등을 고려하여 평가 소위원회 주관으로 평가 실시 평가시기 평가주체 비고 평가소위 중간점검 CPS 적용 2-3년 후 (주관기관, 시행기관 중간점검 이후 결과에 따라 참여) 필요시 CPS 수정 평가소위 종료평가 CPS 종료 1년 전 (주관기관, 시행기관 종료평가 결과에 따라 참여) CPS 수정 및 재수립 ㅁ (평가내용) ODA 시행사업, 중점협력분야 등을 종합적으로 고려하여 OECD DAC의 평가기준에 따라 평가 시행 0 (시행사업) 사업별 평가는 사업 시행기관의 절차와 방식에 따라 진행하되, 가능한 범주 내에서 성과점검방안 가이드라인의 정량적인 평가지표를 포함 • (평가기준) OECD DAC 5대 평가원칙(공정성, 독립성, 신뢰성, 유용성,",666,vision-ocr:ko-KR+en-US,3d50d788ba6340e93fdd6f4b347dc050c839f01c9800ad97527077a03ffaf473,2b9be964585f9d25876ed2fd3f8a451c587dc6077b66bfe548e2728575e98f79,CPS 콜롬비아 국가협력전략 COL.pdf p.27,2,True
CPS-COL-p28-01,콜롬비아,COL,COL.pdf,28,1,기술환경에너지,"파트너십) 및 6대 평가기준(적절성, 일관성, 효율성, 효과성, 영향력, 지속가능성)에 기반하되 필요 시 기준을 일부 수정하여 평가 • (중점협력분야) 이행점검상 성과지표를 활용한 시행기관의 사업별 평가결과를 포함, CPS에 따른 사업발굴 및 이행결과를 점검 < 평가 절차 도식도 > 시행/주관기관 국개위(평가소위) 평가 기 관 개별사업 중점협력분야 평가 성과목표 사업평가 CPS 적합성 사업정상 추진여부 달성 여부 지속가능한 성장 등 CPS OECD DAC 수원국 / 국내외 NGO 성과목표 이해 달성 관계자 동료평가 및 이해방식 점검 및 정보공유 및 SDGS 이행점검 환경사회 영향평가 등 • (평가환류) 개별사업 및 현행 CPS에 대한 중간점검, 종료평가시 발견된 문제점 및 개선 사항을 차기 CPS에 반영",398,vision-ocr:ko-KR+en-US,3d50d788ba6340e93fdd6f4b347dc050c839f01c9800ad97527077a03ffaf473,4bd87c6fd3baa61e826f7a9976f9ab594be02891a9986c7c37405634359088ee,CPS 콜롬비아 국가협력전략 COL.pdf p.28,2,True
