Country_KR,Sector_Group,Year,Project_Count,Commitment_Raw,Disbursement_Raw
리비아,긴급구호/취약성,2021,0,0.0,0.0
리비아,긴급구호/취약성,2022,0,0.0,0.0
리비아,긴급구호/취약성,2023,0,0.0,0.0
리비아,긴급구호/취약성,2024,0,0.0,0.0
리비아,기타,2019,0,0.0,0.0
리비아,기타,2020,0,0.0,0.0
리비아,기타,2021,0,0.0,0.0
리비아,기타,2022,0,0.0,0.0
리비아,기타,2023,0,0.0,0.0
리비아,기타,2024,0,0.0,0.0
마다가스카르,공공행정,2019,4,49312.0,49312.0
마다가스카르,공공행정,2020,0,0.0,0.0
마다가스카르,공공행정,2021,2,125043.0,126811.0
마다가스카르,공공행정,2022,1,2014.0,1762.0
마다가스카르,공공행정,2023,4,176720.0,176720.0
마다가스카르,공공행정,2024,2,0.02,0.02
마다가스카르,교육,2019,5,385914.0,385914.0
마다가스카르,교육,2020,0,0.0,0.0
마다가스카르,교육,2021,0,0.0,0.0
마다가스카르,교육,2022,0,0.0,0.0
마다가스카르,교육,2023,0,0.0,0.0
마다가스카르,교육,2024,0,0.0,0.0
마다가스카르,보건의료,2019,0,0.0,0.0
마다가스카르,보건의료,2020,0,0.0,0.0
마다가스카르,보건의료,2021,0,0.0,0.0
마다가스카르,보건의료,2022,1,157467.0,157467.0
마다가스카르,보건의료,2023,1,0.0,3424.0
마다가스카르,보건의료,2024,0,0.0,0.0
마다가스카르,기술환경에너지,2019,2,36638.0,34585.0
마다가스카르,기술환경에너지,2020,3,6006664.0,593337.0
마다가스카르,기술환경에너지,2021,1,6018.0,6363.0
마다가스카르,기술환경에너지,2022,1,61765.0,61765.0
마다가스카르,기술환경에너지,2023,1,9723.0,9723.0
마다가스카르,기술환경에너지,2024,2,0.02,0.02
마다가스카르,농림수산,2019,0,0.0,0.0
마다가스카르,농림수산,2020,0,0.0,0.0
마다가스카르,농림수산,2021,0,0.0,0.0
마다가스카르,농림수산,2022,0,0.0,0.0
마다가스카르,농림수산,2023,1,18253.0,18253.0
마다가스카르,농림수산,2024,2,0.03,0.03
마다가스카르,긴급구호/취약성,2019,0,0.0,0.0
마다가스카르,긴급구호/취약성,2020,1,203016.0,203016.0
마다가스카르,긴급구호/취약성,2021,0,0.0,0.0
마다가스카르,긴급구호/취약성,2022,0,0.0,0.0
마다가스카르,긴급구호/취약성,2023,2,24034.0,24034.0
마다가스카르,긴급구호/취약성,2024,2,0.03,0.03
마다가스카르,기타,2019,0,0.0,0.0
마다가스카르,기타,2020,0,0.0,0.0
마다가스카르,기타,2021,0,0.0,0.0
마다가스카르,기타,2022,0,0.0,0.0
마다가스카르,기타,2023,1,15001.0,15001.0
마다가스카르,기타,2024,0,0.0,0.0
마셜제도,공공행정,2019,0,0.0,0.0
마셜제도,공공행정,2020,0,0.0,0.0
마셜제도,공공행정,2021,0,0.0,0.0
마셜제도,공공행정,2022,0,0.0,0.0
마셜제도,공공행정,2023,0,0.0,0.0
마셜제도,공공행정,2024,0,0.0,0.0
마셜제도,교육,2019,0,0.0,0.0
마셜제도,교육,2020,0,0.0,0.0
마셜제도,교육,2021,0,0.0,0.0
마셜제도,교육,2022,0,0.0,0.0
마셜제도,교육,2023,1,9404.0,9404.0
마셜제도,교육,2024,0,0.0,0.0
마셜제도,보건의료,2019,0,0.0,0.0
마셜제도,보건의료,2020,0,0.0,0.0
마셜제도,보건의료,2021,0,0.0,0.0
마셜제도,보건의료,2022,0,0.0,0.0
마셜제도,보건의료,2023,0,0.0,0.0
마셜제도,보건의료,2024,0,0.0,0.0
마셜제도,기술환경에너지,2019,0,0.0,0.0
마셜제도,기술환경에너지,2020,0,0.0,0.0
마셜제도,기술환경에너지,2021,1,195901.0,195901.0
마셜제도,기술환경에너지,2022,1,191791.0,191791.0
마셜제도,기술환경에너지,2023,0,0.0,0.0
마셜제도,기술환경에너지,2024,3,0.62,0.62
마셜제도,농림수산,2019,0,0.0,0.0
마셜제도,농림수산,2020,0,0.0,0.0
마셜제도,농림수산,2021,0,0.0,0.0
마셜제도,농림수산,2022,0,0.0,0.0
마셜제도,농림수산,2023,0,0.0,0.0
마셜제도,농림수산,2024,2,0.31,0.31
마셜제도,긴급구호/취약성,2019,0,0.0,0.0
마셜제도,긴급구호/취약성,2020,0,0.0,0.0
마셜제도,긴급구호/취약성,2021,0,0.0,0.0
마셜제도,긴급구호/취약성,2022,0,0.0,0.0
마셜제도,긴급구호/취약성,2023,0,0.0,0.0
마셜제도,긴급구호/취약성,2024,0,0.0,0.0
마셜제도,기타,2019,0,0.0,0.0
마셜제도,기타,2020,0,0.0,0.0
마셜제도,기타,2021,0,0.0,0.0
마셜제도,기타,2022,0,0.0,0.0
마셜제도,기타,2023,0,0.0,0.0
마셜제도,기타,2024,0,0.0,0.0
마이크로네시아연방,공공행정,2019,0,0.0,0.0
마이크로네시아연방,공공행정,2020,0,0.0,0.0
마이크로네시아연방,공공행정,2021,1,195901.0,195901.0
마이크로네시아연방,공공행정,2022,0,0.0,0.0
마이크로네시아연방,공공행정,2023,0,0.0,0.0
마이크로네시아연방,공공행정,2024,0,0.0,0.0
마이크로네시아연방,교육,2019,0,0.0,0.0
마이크로네시아연방,교육,2020,0,0.0,0.0
마이크로네시아연방,교육,2021,0,0.0,0.0
마이크로네시아연방,교육,2022,0,0.0,0.0
마이크로네시아연방,교육,2023,0,0.0,0.0
마이크로네시아연방,교육,2024,0,0.0,0.0
마이크로네시아연방,보건의료,2019,0,0.0,0.0
마이크로네시아연방,보건의료,2020,0,0.0,0.0
마이크로네시아연방,보건의료,2021,0,0.0,0.0
마이크로네시아연방,보건의료,2022,0,0.0,0.0
마이크로네시아연방,보건의료,2023,0,0.0,0.0
마이크로네시아연방,보건의료,2024,0,0.0,0.0
마이크로네시아연방,기술환경에너지,2019,0,0.0,0.0
마이크로네시아연방,기술환경에너지,2020,0,0.0,0.0
마이크로네시아연방,기술환경에너지,2021,0,0.0,0.0
마이크로네시아연방,기술환경에너지,2022,0,0.0,0.0
마이크로네시아연방,기술환경에너지,2023,0,0.0,0.0
마이크로네시아연방,기술환경에너지,2024,0,0.0,0.0
마이크로네시아연방,농림수산,2019,0,0.0,0.0
마이크로네시아연방,농림수산,2020,0,0.0,0.0
마이크로네시아연방,농림수산,2021,0,0.0,0.0
마이크로네시아연방,농림수산,2022,0,0.0,0.0
마이크로네시아연방,농림수산,2023,0,0.0,0.0
마이크로네시아연방,농림수산,2024,0,0.0,0.0
마이크로네시아연방,긴급구호/취약성,2019,0,0.0,0.0
마이크로네시아연방,긴급구호/취약성,2020,0,0.0,0.0
마이크로네시아연방,긴급구호/취약성,2021,0,0.0,0.0
마이크로네시아연방,긴급구호/취약성,2022,0,0.0,0.0
마이크로네시아연방,긴급구호/취약성,2023,0,0.0,0.0
마이크로네시아연방,긴급구호/취약성,2024,0,0.0,0.0
마이크로네시아연방,기타,2019,0,0.0,0.0
마이크로네시아연방,기타,2020,0,0.0,0.0
마이크로네시아연방,기타,2021,0,0.0,0.0
마이크로네시아연방,기타,2022,0,0.0,0.0
마이크로네시아연방,기타,2023,0,0.0,0.0
마이크로네시아연방,기타,2024,0,0.0,0.0
말라위,공공행정,2019,1,6081.0,6081.0
말라위,공공행정,2020,0,0.0,0.0
말라위,공공행정,2021,1,1694.0,1694.0
말라위,공공행정,2022,2,51984.0,45486.0
말라위,공공행정,2023,3,19557.0,19557.0
말라위,공공행정,2024,4,0.04,0.04
말라위,교육,2019,1,11249.0,11249.0
말라위,교육,2020,0,0.0,0.0
말라위,교육,2021,0,0.0,0.0
말라위,교육,2022,0,0.0,0.0
말라위,교육,2023,0,0.0,0.0
말라위,교육,2024,1,0.2,0.2
말라위,보건의료,2019,0,0.0,0.0
말라위,보건의료,2020,0,0.0,0.0
말라위,보건의료,2021,0,0.0,0.0
말라위,보건의료,2022,2,51984.0,45486.0
말라위,보건의료,2023,3,516139.0,516139.0
말라위,보건의료,2024,3,0.04,0.04
말라위,기술환경에너지,2019,0,0.0,0.0
말라위,기술환경에너지,2020,0,0.0,0.0
말라위,기술환경에너지,2021,0,0.0,0.0
말라위,기술환경에너지,2022,0,0.0,0.0
말라위,기술환경에너지,2023,1,6519.0,6519.0
말라위,기술환경에너지,2024,5,0.07,0.07
말라위,농림수산,2019,0,0.0,0.0
말라위,농림수산,2020,0,0.0,0.0
말라위,농림수산,2021,0,0.0,0.0
말라위,농림수산,2022,1,51983.0,45486.0
말라위,농림수산,2023,3,32593.0,32593.0
말라위,농림수산,2024,7,0.4,0.4
말라위,긴급구호/취약성,2019,0,0.0,0.0
말라위,긴급구호/취약성,2020,0,0.0,0.0
말라위,긴급구호/취약성,2021,0,0.0,0.0
말라위,긴급구호/취약성,2022,0,0.0,0.0
말라위,긴급구호/취약성,2023,0,0.0,0.0
말라위,긴급구호/취약성,2024,0,0.0,0.0
말라위,기타,2019,0,0.0,0.0
말라위,기타,2020,0,0.0,0.0
말라위,기타,2021,0,0.0,0.0
말라위,기타,2022,2,171962.0,168713.0
말라위,기타,2023,2,6519.0,10159.0
말라위,기타,2024,1,0.01,0.01
말레이시아,공공행정,2019,3,42037.0,42037.0
말레이시아,공공행정,2020,2,26676.0,26676.0
말레이시아,공공행정,2021,2,15462.0,15462.0
말레이시아,공공행정,2022,1,6157.0,6157.0
말레이시아,공공행정,2023,0,0.0,0.0
말레이시아,공공행정,2024,2,0.02,0.02
말레이시아,교육,2019,1,6273.0,6273.0
말레이시아,교육,2020,1,33788.0,33788.0
말레이시아,교육,2021,0,0.0,0.0
말레이시아,교육,2022,0,0.0,0.0
말레이시아,교육,2023,0,0.0,0.0
말레이시아,교육,2024,1,0.04,0.04
말레이시아,보건의료,2019,0,0.0,0.0
말레이시아,보건의료,2020,1,5613.0,5613.0
말레이시아,보건의료,2021,1,5885.0,5885.0
말레이시아,보건의료,2022,0,0.0,0.0
말레이시아,보건의료,2023,0,0.0,0.0
말레이시아,보건의료,2024,0,0.0,0.0
말레이시아,기술환경에너지,2019,5,151195.0,151195.0
말레이시아,기술환경에너지,2020,2,106906.0,106906.0
말레이시아,기술환경에너지,2021,2,181956.0,181956.0
말레이시아,기술환경에너지,2022,0,0.0,0.0
말레이시아,기술환경에너지,2023,0,0.0,0.0
말레이시아,기술환경에너지,2024,0,0.0,0.0
말레이시아,농림수산,2019,0,0.0,0.0
말레이시아,농림수산,2020,1,6055.0,6055.0
말레이시아,농림수산,2021,1,5104.0,5104.0
말레이시아,농림수산,2022,0,0.0,0.0
말레이시아,농림수산,2023,0,0.0,0.0
말레이시아,농림수산,2024,0,0.0,0.0
말레이시아,긴급구호/취약성,2019,0,0.0,0.0
말레이시아,긴급구호/취약성,2020,0,0.0,0.0
말레이시아,긴급구호/취약성,2021,0,0.0,0.0
말레이시아,긴급구호/취약성,2022,0,0.0,0.0
말레이시아,긴급구호/취약성,2023,0,0.0,0.0
말레이시아,긴급구호/취약성,2024,0,0.0,0.0
말레이시아,기타,2019,1,5645.0,5645.0
말레이시아,기타,2020,0,0.0,0.0
말레이시아,기타,2021,0,0.0,0.0
말레이시아,기타,2022,0,0.0,0.0
말레이시아,기타,2023,1,37815.0,37815.0
말레이시아,기타,2024,0,0.0,0.0
말리,공공행정,2019,0,0.0,0.0
말리,공공행정,2020,0,0.0,0.0
말리,공공행정,2021,1,1694.0,1694.0
말리,공공행정,2022,0,0.0,0.0
말리,공공행정,2023,1,400000.0,294719.0
말리,공공행정,2024,1,0.0,0.03
말리,교육,2019,1,22498.0,22498.0
말리,교육,2020,0,0.0,0.0
말리,교육,2021,0,0.0,0.0
말리,교육,2022,0,0.0,0.0
말리,교육,2023,0,0.0,0.0
말리,교육,2024,0,0.0,0.0
말리,보건의료,2019,0,0.0,0.0
말리,보건의료,2020,0,0.0,0.0
말리,보건의료,2021,0,0.0,0.0
말리,보건의료,2022,0,0.0,0.0
말리,보건의료,2023,0,0.0,0.0
말리,보건의료,2024,0,0.0,0.0
말리,기술환경에너지,2019,0,0.0,0.0
말리,기술환경에너지,2020,0,0.0,0.0
말리,기술환경에너지,2021,0,0.0,0.0
말리,기술환경에너지,2022,0,0.0,0.0
말리,기술환경에너지,2023,0,0.0,0.0
말리,기술환경에너지,2024,0,0.0,0.0
말리,농림수산,2019,0,0.0,0.0
말리,농림수산,2020,0,0.0,0.0
말리,농림수산,2021,0,0.0,0.0
말리,농림수산,2022,0,0.0,0.0
말리,농림수산,2023,0,0.0,0.0
말리,농림수산,2024,0,0.0,0.0
말리,긴급구호/취약성,2019,0,0.0,0.0
말리,긴급구호/취약성,2020,0,0.0,0.0
말리,긴급구호/취약성,2021,0,0.0,0.0
말리,긴급구호/취약성,2022,0,0.0,0.0
말리,긴급구호/취약성,2023,0,0.0,0.0
말리,긴급구호/취약성,2024,0,0.0,0.0
말리,기타,2019,0,0.0,0.0
말리,기타,2020,0,0.0,0.0
말리,기타,2021,0,0.0,0.0
말리,기타,2022,0,0.0,0.0
말리,기타,2023,0,0.0,0.0
말리,기타,2024,0,0.0,0.0
멕시코,공공행정,2019,0,0.0,0.0
멕시코,공공행정,2020,0,0.0,0.0
멕시코,공공행정,2021,0,0.0,0.0
멕시코,공공행정,2022,0,0.0,0.0
멕시코,공공행정,2023,0,0.0,0.0
멕시코,공공행정,2024,2,0.04,0.04
멕시코,교육,2019,1,6273.0,6273.0
멕시코,교육,2020,0,0.0,0.0
멕시코,교육,2021,0,0.0,0.0
멕시코,교육,2022,0,0.0,0.0
멕시코,교육,2023,0,0.0,0.0
멕시코,교육,2024,0,0.0,0.0
멕시코,보건의료,2019,0,0.0,0.0
멕시코,보건의료,2020,1,11226.0,11226.0
멕시코,보건의료,2021,1,8828.0,8828.0
멕시코,보건의료,2022,1,74095.0,74095.0
멕시코,보건의료,2023,0,0.0,0.0
멕시코,보건의료,2024,0,0.0,0.0
멕시코,기술환경에너지,2019,0,0.0,0.0
멕시코,기술환경에너지,2020,0,0.0,0.0
멕시코,기술환경에너지,2021,0,0.0,0.0
멕시코,기술환경에너지,2022,0,0.0,0.0
멕시코,기술환경에너지,2023,1,81818.0,81818.0
멕시코,기술환경에너지,2024,1,0.03,0.03
멕시코,농림수산,2019,0,0.0,0.0
멕시코,농림수산,2020,0,0.0,0.0
멕시코,농림수산,2021,0,0.0,0.0
멕시코,농림수산,2022,0,0.0,0.0
멕시코,농림수산,2023,0,0.0,0.0
멕시코,농림수산,2024,0,0.0,0.0
멕시코,긴급구호/취약성,2019,0,0.0,0.0
멕시코,긴급구호/취약성,2020,0,0.0,0.0
멕시코,긴급구호/취약성,2021,0,0.0,0.0
멕시코,긴급구호/취약성,2022,0,0.0,0.0
멕시코,긴급구호/취약성,2023,1,7018.0,7018.0
멕시코,긴급구호/취약성,2024,0,0.0,0.0
멕시코,기타,2019,0,0.0,0.0
멕시코,기타,2020,0,0.0,0.0
멕시코,기타,2021,0,0.0,0.0
멕시코,기타,2022,0,0.0,0.0
멕시코,기타,2023,1,12300.0,12300.0
멕시코,기타,2024,0,0.0,0.0
모로코,공공행정,2019,5,87823.0,174587.0
모로코,공공행정,2020,0,0.0,0.0
모로코,공공행정,2021,2,184645.0,184645.0
모로코,공공행정,2022,4,365166.0,361917.0
모로코,공공행정,2023,3,110657.0,110657.0
모로코,공공행정,2024,5,0.15,0.15
모로코,교육,2019,10,1588937.0,1588937.0
모로코,교육,2020,12,7283647.0,1537400.0
모로코,교육,2021,4,209549.0,426059.0
모로코,교육,2022,5,226541.0,322288.0
모로코,교육,2023,7,654162.0,1000254.0
모로코,교육,2024,5,0.73,2.2
모로코,보건의료,2019,1,85467.0,85467.0
모로코,보건의료,2020,1,30741.0,30741.0
모로코,보건의료,2021,2,3505181.0,6273.0
모로코,보건의료,2022,1,0.0,485696.0
모로코,보건의료,2023,2,6519.0,845571.0
모로코,보건의료,2024,2,0.01,0.89
모로코,기술환경에너지,2019,7,4325922.0,1595108.0
모로코,기술환경에너지,2020,5,225434.0,864122.0
모로코,기술환경에너지,2021,3,31130.0,2166773.0
모로코,기술환경에너지,2022,4,168049.0,3450013.0
모로코,기술환경에너지,2023,5,12245154.0,1472234.0
모로코,기술환경에너지,2024,7,-0.75,2.38
모로코,농림수산,2019,0,0.0,0.0
모로코,농림수산,2020,1,6055.0,6055.0
모로코,농림수산,2021,1,1701.0,1701.0
모로코,농림수산,2022,0,0.0,0.0
모로코,농림수산,2023,0,0.0,0.0
모로코,농림수산,2024,0,0.0,0.0
모로코,긴급구호/취약성,2019,1,98962.0,98962.0
모로코,긴급구호/취약성,2020,2,199255.0,199255.0
모로코,긴급구호/취약성,2021,0,0.0,0.0
모로코,긴급구호/취약성,2022,2,32060.0,28811.0
모로코,긴급구호/취약성,2023,2,184340.0,184340.0
모로코,긴급구호/취약성,2024,2,0.3,0.3
모로코,기타,2019,3,591199.0,591199.0
모로코,기타,2020,3,439201.0,439201.0
모로코,기타,2021,1,307973.0,307973.0
모로코,기타,2022,2,348550.0,348550.0
모로코,기타,2023,2,395497.0,395497.0
모로코,기타,2024,2,0.42,0.42
모리셔스,공공행정,2019,0,0.0,0.0
모리셔스,공공행정,2020,0,0.0,0.0
모리셔스,공공행정,2021,0,0.0,0.0
모리셔스,공공행정,2022,0,0.0,0.0
모리셔스,공공행정,2023,1,197943.0,197943.0
모리셔스,공공행정,2024,2,0.03,0.03
모리셔스,교육,2019,0,0.0,0.0
모리셔스,교육,2020,0,0.0,0.0
모리셔스,교육,2021,0,0.0,0.0
모리셔스,교육,2022,0,0.0,0.0
모리셔스,교육,2023,0,0.0,0.0
모리셔스,교육,2024,1,0.11,0.11
모리셔스,보건의료,2019,0,0.0,0.0
모리셔스,보건의료,2020,0,0.0,0.0
모리셔스,보건의료,2021,0,0.0,0.0
모리셔스,보건의료,2022,0,0.0,0.0
모리셔스,보건의료,2023,0,0.0,0.0
모리셔스,보건의료,2024,0,0.0,0.0
모리셔스,기술환경에너지,2019,0,0.0,0.0
모리셔스,기술환경에너지,2020,0,0.0,0.0
모리셔스,기술환경에너지,2021,0,0.0,0.0
모리셔스,기술환경에너지,2022,0,0.0,0.0
모리셔스,기술환경에너지,2023,0,0.0,0.0
모리셔스,기술환경에너지,2024,1,0.01,0.01
모리셔스,농림수산,2019,1,18351.0,18351.0
모리셔스,농림수산,2020,1,6055.0,6055.0
모리셔스,농림수산,2021,1,5104.0,5104.0
모리셔스,농림수산,2022,0,0.0,0.0
모리셔스,농림수산,2023,0,0.0,0.0
모리셔스,농림수산,2024,0,0.0,0.0
모리셔스,긴급구호/취약성,2019,0,0.0,0.0
모리셔스,긴급구호/취약성,2020,0,0.0,0.0
모리셔스,긴급구호/취약성,2021,0,0.0,0.0
모리셔스,긴급구호/취약성,2022,0,0.0,0.0
모리셔스,긴급구호/취약성,2023,0,0.0,0.0
모리셔스,긴급구호/취약성,2024,0,0.0,0.0
모리셔스,기타,2019,0,0.0,0.0
모리셔스,기타,2020,0,0.0,0.0
모리셔스,기타,2021,0,0.0,0.0
모리셔스,기타,2022,0,0.0,0.0
모리셔스,기타,2023,0,0.0,0.0
모리셔스,기타,2024,0,0.0,0.0
모리타니아,공공행정,2019,0,0.0,0.0
모리타니아,공공행정,2020,1,127872.0,127872.0
모리타니아,공공행정,2021,0,0.0,0.0
모리타니아,공공행정,2022,0,0.0,0.0
모리타니아,공공행정,2023,0,0.0,0.0
모리타니아,공공행정,2024,2,0.3,0.3
모리타니아,교육,2019,0,0.0,0.0
모리타니아,교육,2020,0,0.0,0.0
모리타니아,교육,2021,0,0.0,0.0
모리타니아,교육,2022,0,0.0,0.0
모리타니아,교육,2023,0,0.0,0.0
모리타니아,교육,2024,0,0.0,0.0
모리타니아,보건의료,2019,0,0.0,0.0
모리타니아,보건의료,2020,0,0.0,0.0
모리타니아,보건의료,2021,0,0.0,0.0
모리타니아,보건의료,2022,0,0.0,0.0
모리타니아,보건의료,2023,0,0.0,0.0
모리타니아,보건의료,2024,0,0.0,0.0
모리타니아,기술환경에너지,2019,0,0.0,0.0
모리타니아,기술환경에너지,2020,0,0.0,0.0
모리타니아,기술환경에너지,2021,0,0.0,0.0
모리타니아,기술환경에너지,2022,0,0.0,0.0
모리타니아,기술환경에너지,2023,0,0.0,0.0
모리타니아,기술환경에너지,2024,1,0.02,0.02
모리타니아,농림수산,2019,1,14287.0,14287.0
모리타니아,농림수산,2020,0,0.0,0.0
모리타니아,농림수산,2021,0,0.0,0.0
모리타니아,농림수산,2022,0,0.0,0.0
모리타니아,농림수산,2023,0,0.0,0.0
모리타니아,농림수산,2024,0,0.0,0.0
모리타니아,긴급구호/취약성,2019,0,0.0,0.0
모리타니아,긴급구호/취약성,2020,0,0.0,0.0
모리타니아,긴급구호/취약성,2021,0,0.0,0.0
모리타니아,긴급구호/취약성,2022,0,0.0,0.0
모리타니아,긴급구호/취약성,2023,0,0.0,0.0
모리타니아,긴급구호/취약성,2024,0,0.0,0.0
모리타니아,기타,2019,0,0.0,0.0
모리타니아,기타,2020,0,0.0,0.0
모리타니아,기타,2021,0,0.0,0.0
모리타니아,기타,2022,0,0.0,0.0
모리타니아,기타,2023,0,0.0,0.0
모리타니아,기타,2024,0,0.0,0.0
모잠비크,공공행정,2019,11,286393.0,274051.0
모잠비크,공공행정,2020,5,7193335.0,924990.0
모잠비크,공공행정,2021,4,348682.0,602656.0
모잠비크,공공행정,2022,2,0.0,730919.0
모잠비크,공공행정,2023,4,260139.0,1926383.0
모잠비크,공공행정,2024,3,0.01,1.97
모잠비크,교육,2019,3,7160791.0,638957.0
모잠비크,교육,2020,2,111858.0,875311.0
모잠비크,교육,2021,5,363161.0,536950.0
모잠비크,교육,2022,4,114463.0,1176141.0
모잠비크,교육,2023,5,294291.0,1634650.0
모잠비크,교육,2024,1,0.0,1.18
모잠비크,보건의료,2019,0,0.0,0.0
모잠비크,보건의료,2020,0,0.0,0.0
모잠비크,보건의료,2021,1,30878.0,32646.0
모잠비크,보건의료,2022,1,2014.0,1762.0
모잠비크,보건의료,2023,2,18838.0,18838.0
모잠비크,보건의료,2024,1,0.16,0.16
모잠비크,기술환경에너지,2019,5,87763.0,84320.0
모잠비크,기술환경에너지,2020,2,127983.0,129053.0
모잠비크,기술환경에너지,2021,2,7512037.0,54709.0
모잠비크,기술환경에너지,2022,4,263177.0,1027307.0
모잠비크,기술환경에너지,2023,5,150990.0,594541.0
모잠비크,기술환경에너지,2024,6,0.21,2.39
모잠비크,농림수산,2019,6,110851.0,105460.0
모잠비크,농림수산,2020,4,9996.0,10080.0
모잠비크,농림수산,2021,5,140116.0,142919.0
모잠비크,농림수산,2022,3,53998.0,47248.0
모잠비크,농림수산,2023,5,44329.0,44329.0
모잠비크,농림수산,2024,5,4.04,0.85
모잠비크,긴급구호/취약성,2019,0,0.0,0.0
모잠비크,긴급구호/취약성,2020,2,176684.0,176684.0
모잠비크,긴급구호/취약성,2021,2,196843.0,196843.0
모잠비크,긴급구호/취약성,2022,1,110858.0,110858.0
모잠비크,긴급구호/취약성,2023,1,11047.0,11047.0
모잠비크,긴급구호/취약성,2024,1,0.01,0.01
모잠비크,기타,2019,2,124111.0,124111.0
모잠비크,기타,2020,2,65786.0,65786.0
모잠비크,기타,2021,1,205315.0,205315.0
모잠비크,기타,2022,2,182578.0,182578.0
모잠비크,기타,2023,2,167638.0,167638.0
모잠비크,기타,2024,2,0.27,0.27
몬테네그로,공공행정,2019,1,25012.0,25012.0
몬테네그로,공공행정,2020,1,55128.0,55128.0
몬테네그로,공공행정,2021,0,0.0,0.0
몬테네그로,공공행정,2022,1,184775.0,184775.0
몬테네그로,공공행정,2023,1,174143.0,174143.0
몬테네그로,공공행정,2024,0,0.0,0.0
몬테네그로,교육,2019,1,6273.0,6273.0
몬테네그로,교육,2020,0,0.0,0.0
몬테네그로,교육,2021,0,0.0,0.0
몬테네그로,교육,2022,0,0.0,0.0
몬테네그로,교육,2023,0,0.0,0.0
몬테네그로,교육,2024,0,0.0,0.0
몬테네그로,보건의료,2019,0,0.0,0.0
몬테네그로,보건의료,2020,0,0.0,0.0
몬테네그로,보건의료,2021,1,2943.0,2943.0
몬테네그로,보건의료,2022,0,0.0,0.0
몬테네그로,보건의료,2023,1,526683.0,526683.0
몬테네그로,보건의료,2024,0,0.0,0.0
몬테네그로,기술환경에너지,2019,0,0.0,0.0
몬테네그로,기술환경에너지,2020,0,0.0,0.0
몬테네그로,기술환경에너지,2021,1,249394.0,249394.0
몬테네그로,기술환경에너지,2022,0,0.0,0.0
몬테네그로,기술환경에너지,2023,0,0.0,0.0
몬테네그로,기술환경에너지,2024,0,0.0,0.0
몬테네그로,농림수산,2019,0,0.0,0.0
몬테네그로,농림수산,2020,0,0.0,0.0
몬테네그로,농림수산,2021,0,0.0,0.0
몬테네그로,농림수산,2022,0,0.0,0.0
몬테네그로,농림수산,2023,0,0.0,0.0
몬테네그로,농림수산,2024,0,0.0,0.0
몬테네그로,긴급구호/취약성,2019,0,0.0,0.0
몬테네그로,긴급구호/취약성,2020,0,0.0,0.0
몬테네그로,긴급구호/취약성,2021,0,0.0,0.0
몬테네그로,긴급구호/취약성,2022,0,0.0,0.0
몬테네그로,긴급구호/취약성,2023,0,0.0,0.0
몬테네그로,긴급구호/취약성,2024,0,0.0,0.0
몬테네그로,기타,2019,1,5645.0,5645.0
몬테네그로,기타,2020,0,0.0,0.0
몬테네그로,기타,2021,0,0.0,0.0
몬테네그로,기타,2022,0,0.0,0.0
몬테네그로,기타,2023,0,0.0,0.0
몬테네그로,기타,2024,0,0.0,0.0
몰도바,공공행정,2019,0,0.0,0.0
몰도바,공공행정,2020,0,0.0,0.0
몰도바,공공행정,2021,0,0.0,0.0
몰도바,공공행정,2022,0,0.0,0.0
몰도바,공공행정,2023,0,0.0,0.0
몰도바,공공행정,2024,0,0.0,0.0
몰도바,교육,2019,0,0.0,0.0
몰도바,교육,2020,0,0.0,0.0
몰도바,교육,2021,0,0.0,0.0
몰도바,교육,2022,0,0.0,0.0
몰도바,교육,2023,0,0.0,0.0
몰도바,교육,2024,0,0.0,0.0
몰도바,보건의료,2019,0,0.0,0.0
몰도바,보건의료,2020,0,0.0,0.0
몰도바,보건의료,2021,0,0.0,0.0
몰도바,보건의료,2022,1,217497.0,217497.0
몰도바,보건의료,2023,1,520210.0,520210.0
몰도바,보건의료,2024,1,0.72,0.72
몰도바,기술환경에너지,2019,1,310931.0,310931.0
몰도바,기술환경에너지,2020,0,0.0,0.0
몰도바,기술환경에너지,2021,0,0.0,0.0
몰도바,기술환경에너지,2022,0,0.0,0.0
몰도바,기술환경에너지,2023,1,17861.0,17861.0
몰도바,기술환경에너지,2024,0,0.0,0.0
몰도바,농림수산,2019,0,0.0,0.0
몰도바,농림수산,2020,0,0.0,0.0
몰도바,농림수산,2021,0,0.0,0.0
몰도바,농림수산,2022,0,0.0,0.0
몰도바,농림수산,2023,0,0.0,0.0
몰도바,농림수산,2024,0,0.0,0.0
몰도바,긴급구호/취약성,2019,0,0.0,0.0
몰도바,긴급구호/취약성,2020,0,0.0,0.0
몰도바,긴급구호/취약성,2021,0,0.0,0.0
몰도바,긴급구호/취약성,2022,0,0.0,0.0
몰도바,긴급구호/취약성,2023,0,0.0,0.0
몰도바,긴급구호/취약성,2024,0,0.0,0.0
몰도바,기타,2019,0,0.0,0.0
몰도바,기타,2020,0,0.0,0.0
몰도바,기타,2021,0,0.0,0.0
몰도바,기타,2022,0,0.0,0.0
몰도바,기타,2023,0,0.0,0.0
몰도바,기타,2024,0,0.0,0.0
몰디브,공공행정,2019,2,22756.0,22756.0
몰디브,공공행정,2020,0,0.0,0.0
몰디브,공공행정,2021,0,0.0,0.0
몰디브,공공행정,2022,0,0.0,0.0
몰디브,공공행정,2023,0,0.0,0.0
몰디브,공공행정,2024,0,0.0,0.0
